pkey,Occupation_42,Is_student,activity_type,INSEE,AGE_2018,DEGREE,SEX,household_type,target
2609,"csp_3_7",FALSE,"TACT1-1","04209",49,"hd.1.6","Male","ft41","I"
2615,"csp_6_3",FALSE,"TACT1-1","04209",32,"hd.1.3","Male","ft42","I"
2616,"csp_7_5",FALSE,"TACT2-1","04209",84,"hd.1.5","Male","ft44","I"
2617,"csp_7_7",FALSE,"TACT2-1","04209",63,"hd.2","Female","ft12","I"
2619,"csp_8_6",FALSE,"TACT2-4","04209",72,"hd.2","Female","ft44","I"
2620,"csp_8_5",FALSE,"TACT2-4","04209",40,"hd.1.5","Female","ft42","N"
2622,"csp_7_5",FALSE,"TACT2-1","04216",81,"hd.1.7","Female","ft12","I"
2623,"csp_8_5",FALSE,"TACT2-4","04217",29,"hd.1.3","Female","ft42","I"
2624,"csp_8_5",FALSE,"TACT2-5","04217",28,"hd.3","Female","ft32","I"
2626,"csp_8_4",TRUE,"TACT2-2","04219",16,"hd.1.3","Female","ft41","I"
2627,"csp_7_4",FALSE,"TACT2-1","04220",69,"hd.1.3","Male","ft44","I"
2628,"csp_4_3",FALSE,"TACT1-1","04224",58,"hd.1.7","Female","ft41","I"
2633,"csp_5_5",FALSE,"TACT1-1","04230",38,"hd.1.8","Male","ft11","I"
2636,"csp_7_7",FALSE,"TACT2-1","04230",79,"hd.1.3","Female","ft12","N"
2637,"csp_7_2",FALSE,"TACT2-1","04230",68,"hd.1.4","Female","ft44","I"
2641,"csp_5_4",FALSE,"TACT1-1","04242",25,"hd.1.6","Female","ft44","I"
2642,"csp_7_4",FALSE,"TACT2-1","04242",60,"hd.1.8","Female","ft44","I"
2643,"csp_8_4",TRUE,"TACT2-2","04242",22,"hd.1.5","Female","ft32","N"
2644,"csp_8_5",TRUE,"TACT2-5","04242",21,"hd.1.5","Male","ft32","I"
2645,"csp_7_5",FALSE,"TACT2-1","04242",74,"hd.1.5","Male","ft44","I"
2646,"csp_8_5",FALSE,"TACT2-4","04242",54,"hd.1.7","Female","ft42","I"
2647,"csp_8_5",FALSE,"TACT2-5","04242",27,"hd.3","Female","ft44","I"
2648,"csp_6_8",FALSE,"TACT1-1","04242",40,"hd.1.3","Male","ft31","I"
2649,"csp_8_4",TRUE,"TACT2-2","04242",18,"hd.2","Female","ft32","N"
2660,"csp_4_5",FALSE,"TACT1-1","05006",64,"hd.1.2","Female","ft43","N"
2661,"csp_8_4",TRUE,"TACT2-2","05006",16,"hd.1.2","Male","ft43","I"
2664,"csp_5_6",FALSE,"TACT1-2","05006",51,"hd.1.4","Female","ft42","I"
2668,"csp_5_3",FALSE,"TACT1-1","05010",40,"hd.1.7","Male","ft41","I"
2671,"csp_4_2",FALSE,"TACT1-1","05016",52,"hd.1.7","Male","ft41","I"
2672,"csp_5_4",FALSE,"TACT1-1","05017",19,"hd.1.3","Male","ft31","I"
2677,"csp_4_7",FALSE,"TACT1-1","05023",61,"hd.1.2","Male","ft41","I"
2680,"csp_6_2",FALSE,"TACT1-1","05023",46,"hd.1.5","Male","ft41","I"
2683,"csp_3_4",FALSE,"TACT1-1","05023",46,"hd.1.8","Female","ft32","I"
2684,"csp_7_5",FALSE,"TACT2-1","05023",84,"hd.1.3","Female","ft12","I"
2685,"csp_7_5",FALSE,"TACT2-1","05023",62,"hd.1.6","Female","ft42","I"
2689,"csp_8_5",FALSE,"TACT2-5","05023",56,"hd.1.3","Female","ft42","I"
2691,"csp_5_6",FALSE,"TACT1-1","05024",45,"hd.1.3","Female","ft43","I"
2692,"csp_7_7",FALSE,"TACT2-1","05024",67,"hd.1.1","Female","ft44","I"
2693,"csp_4_7",FALSE,"TACT1-2","05028",45,"hd.1.6","Male","ft43","I"
2696,"csp_7_5",FALSE,"TACT2-1","05036",93,"hd.1.1","Female","ft41","I"
2697,"csp_5_5",FALSE,"TACT1-1","05036",19,"hd.1.3","Female","ft42","I"
2700,"csp_7_7",FALSE,"TACT2-1","05037",88,"hd.2","Female","ft32","I"
2702,"csp_6_4",FALSE,"TACT1-1","05038",33,"hd.1.3","Male","ft41","I"
2703,"csp_5_2",FALSE,"TACT1-1","05038",49,"hd.1.5","Female","ft41","I"
2704,"csp_6_7",FALSE,"TACT1-1","05038",49,"hd.1.3","Male","ft11","I"
2705,"csp_8_5",TRUE,"TACT2-2","05039",15,"hd.3","Male","ft41","I"
2706,"csp_4_8",FALSE,"TACT1-1","05040",38,"hd.1.6","Male","ft42","I"
2708,"csp_7_7",FALSE,"TACT2-1","05040",66,"hd.1.3","Female","ft44","I"
2711,"csp_7_7",FALSE,"TACT2-1","05040",66,"hd.1.3","Female","ft44","N"
2721,"csp_7_2",FALSE,"TACT2-1","05046",79,"hd.1.1","Male","ft44","I"
2722,"csp_6_9",FALSE,"TACT1-1","05046",28,"hd.1.2","Female","ft32","I"
2723,"csp_5_2",TRUE,"TACT1-1","05046",35,"hd.1.5","Female","ft41","I"
2725,"csp_6_4",FALSE,"TACT1-1","05046",53,"hd.1.5","Male","ft41","I"
2729,"csp_7_2",FALSE,"TACT2-1","05047",84,"hd.1.3","Male","ft44","I"
2731,"csp_7_7",FALSE,"TACT2-1","05052",63,"hd.1.3","Female","ft44","I"
2732,"csp_5_5",FALSE,"TACT1-2","05053",55,"hd.1.3","Female","ft44","I"
2734,"csp_7_7",FALSE,"TACT2-1","05053",96,"hd.1.2","Female","ft12","N"
2735,"csp_8_4",TRUE,"TACT2-2","05055",21,"hd.1.7","Female","ft42","I"
2736,"csp_2_2",FALSE,"TACT1-1","05055",58,"hd.1.6","Female","ft41","I"
2739,"csp_5_2",FALSE,"TACT1-1","05061",39,"hd.1.6","Male","ft41","I"
2740,"csp_8_5",FALSE,"TACT2-5","05061",37,"hd.1.3","Female","ft42","I"
2742,"csp_4_7",TRUE,"TACT1-1","05061",22,"hd.1.6","Female","ft31","I"
2743,"csp_6_2",FALSE,"TACT1-1","05061",26,"hd.1.6","Male","ft42","I"
2744,"csp_7_7",FALSE,"TACT2-1","05061",70,"hd.1.3","Female","ft12","I"
2749,"csp_8_5",FALSE,"TACT2-5","05061",43,"hd.2","Female","ft12","I"
2751,"csp_7_7",FALSE,"TACT2-1","05061",70,"hd.1.4","Female","ft44","I"
2755,"csp_7_7",FALSE,"TACT2-1","05061",75,"hd.1.4","Female","ft44","I"
2757,"csp_8_5",FALSE,"TACT2-5","05061",28,"hd.2","Female","ft32","I"
2758,"csp_7_8",FALSE,"TACT2-1","05061",75,"hd.1.2","Male","ft44","I"
2759,"csp_4_6",FALSE,"TACT1-1","05061",29,"hd.1.5","Male","ft41","I"
2760,"csp_8_5",FALSE,"TACT2-5","05061",28,"hd.2","Female","ft12","I"
2761,"csp_2_1",FALSE,"TACT1-1","05061",55,"hd.1.5","Male","ft32","I"
2762,"csp_8_5",TRUE,"TACT2-5","05061",20,"hd.1.2","Male","ft41","I"
2764,"csp_5_5",FALSE,"TACT1-1","05061",21,"hd.1.5","Male","ft43","I"
2766,"csp_4_2",FALSE,"TACT1-1","05061",33,"hd.1.9","Female","ft41","I"
2767,"csp_5_4",FALSE,"TACT1-1","05061",62,"hd.1.6","Male","ft41","I"
2768,"csp_4_2",FALSE,"TACT1-1","05061",62,"hd.1.7","Female","ft41","I"
2771,"csp_3_7",FALSE,"TACT1-1","05061",40,"hd.1.8","Male","ft41","I"
2773,"csp_4_5",FALSE,"TACT1-1","05061",57,"hd.1.4","Female","ft12","I"
2774,"csp_2_1",FALSE,"TACT1-1","05061",38,"hd.1.5","Male","ft42","I"
2775,"csp_8_5",TRUE,"TACT2-2","05061",17,"hd.3","Male","ft41","I"
2776,"csp_6_2",FALSE,"TACT1-1","05061",52,"hd.3","Male","ft32","I"
2777,"csp_7_7",FALSE,"TACT2-1","05061",80,"hd.1.1","Female","ft44","I"
2778,"csp_2_1",FALSE,"TACT1-1","05061",38,"hd.1.3","Female","ft41","I"
2780,"csp_5_6",FALSE,"TACT1-1","05061",48,"hd.1.3","Female","ft41","I"
2782,"csp_8_4",TRUE,"TACT2-2","05061",17,"hd.1.2","Female","ft43","I"
2789,"csp_5_2",FALSE,"TACT1-1","05061",52,"hd.1.6","Female","ft41","I"
2790,"csp_7_4",FALSE,"TACT2-1","05061",65,"hd.2","Male","ft44","I"
2791,"csp_4_3",FALSE,"TACT1-1","05061",51,"hd.1.6","Female","ft12","I"
2793,"csp_6_8",FALSE,"TACT1-1","05061",32,"hd.1.3","Male","ft41","I"
2797,"csp_6_3",FALSE,"TACT1-1","05061",36,"hd.1.3","Female","ft12","I"
2800,"csp_2_2",FALSE,"TACT1-1","05061",28,"hd.1.4","Female","ft43","I"
2803,"csp_6_4",FALSE,"TACT1-2","05061",60,"hd.2","Male","ft43","I"
2805,"csp_3_8",FALSE,"TACT1-1","05061",59,"hd.1.5","Male","ft41","I"
2808,"csp_7_8",FALSE,"TACT2-1","05061",64,"hd.1.2","Male","ft43","I"
2811,"csp_4_3",FALSE,"TACT1-1","05065",46,"hd.1.7","Female","ft41","I"
2812,"csp_8_5",TRUE,"TACT2-2","05065",15,"hd.3","Male","ft42","I"
2813,"csp_7_5",FALSE,"TACT2-1","05065",76,"hd.1.6","Female","ft12","I"
2816,"csp_5_5",FALSE,"TACT1-1","05070",24,"hd.1.6","Female","ft44","I"
2817,"csp_8_4",TRUE,"TACT2-2","05070",16,"hd.3","Male","ft41","I"
2820,"csp_5_4",FALSE,"TACT1-1","05075",43,"hd.1.5","Male","ft41","I"
2821,"csp_5_4",FALSE,"TACT1-1","05076",56,"hd.1.4","Male","ft42","I"
2822,"csp_7_8",FALSE,"TACT2-1","05077",87,"hd.2","Male","ft11","I"
2823,"csp_7_5",FALSE,"TACT2-1","05077",62,"hd.1.6","Female","ft42","I"
2825,"csp_4_2",FALSE,"TACT1-1","05079",59,"hd.1.6","Female","ft43","I"
2831,"csp_8_5",FALSE,"TACT2-4","05092",26,"hd.1.2","Female","ft42","I"
2832,"csp_3_7",FALSE,"TACT1-2","05096",61,"hd.1.5","Male","ft31","I"
2833,"csp_5_5",FALSE,"TACT1-2","05098",43,"hd.1.5","Female","ft12","I"
2836,"csp_8_4",TRUE,"TACT2-2","05101",18,"hd.1.2","Male","ft32","I"
2837,"csp_7_7",FALSE,"TACT2-1","05101",76,"hd.1.1","Female","ft12","I"
2843,"csp_7_7",FALSE,"TACT2-1","05109",99,"hd.2","Female","ft12","I"
2844,"csp_2_1",FALSE,"TACT1-2","05109",61,"hd.3","Male","ft11","I"
2846,"csp_8_5",FALSE,"TACT2-5","05118",38,"hd.1.4","Male","ft11","I"
2847,"csp_3_3",FALSE,"TACT1-1","05118",48,"hd.1.3","Male","ft41","I"
2848,"csp_1_3",FALSE,"TACT1-1","05119",45,"hd.1.6","Male","ft41","I"
2850,"csp_5_3",FALSE,"TACT1-2","05123",54,"hd.1.3","Male","ft44","I"
2855,"csp_6_4",FALSE,"TACT1-2","05128",46,"hd.1.5","Male","ft43","I"
2856,"csp_4_3",FALSE,"TACT1-1","05128",54,"hd.1.6","Female","ft32","I"
2857,"csp_8_4",TRUE,"TACT2-2","05129",23,"hd.1.4","Male","ft11","I"
2859,"csp_5_6",FALSE,"TACT1-2","05132",29,"hd.3","Female","ft12","I"
2864,"csp_4_8",FALSE,"TACT1-1","05133",48,"hd.1.8","Female","ft41","I"
2866,"csp_5_5",FALSE,"TACT1-1","05136",25,"hd.1.7","Female","ft43","I"
2870,"csp_4_3",FALSE,"TACT1-2","05145",32,"hd.1.8","Female","ft44","I"
2872,"csp_7_5",FALSE,"TACT2-1","05146",76,"hd.1.1","Male","ft11","I"
2873,"csp_2_1",FALSE,"TACT1-1","05147",68,"hd.3","Male","ft42","I"
2874,"csp_8_5",FALSE,"TACT2-4","05148",29,"hd.1.3","Female","ft44","I"
2876,"csp_7_8",FALSE,"TACT2-1","05156",74,"hd.1.3","Male","ft11","I"
2877,"csp_4_2",FALSE,"TACT1-1","05158",63,"hd.1.7","Female","ft43","I"
2879,"csp_8_5",FALSE,"TACT2-4","05162",48,"hd.3","Female","ft32","I"
2880,"csp_5_5",FALSE,"TACT1-2","05164",20,"hd.1.6","Female","ft41","I"
2881,"csp_5_4",FALSE,"TACT1-1","05168",60,"hd.1.4","Female","ft41","N"
2882,"csp_7_4",FALSE,"TACT2-1","05170",69,"hd.1.6","Male","ft44","I"
2883,"csp_7_8",FALSE,"TACT2-1","05170",79,"hd.1.1","Female","ft44","I"
2885,"csp_8_5",FALSE,"TACT2-5","05177",57,"hd.3","Male","ft43","I"
2886,"csp_5_6",FALSE,"TACT1-2","05178",60,"hd.3","Female","ft32","I"
2888,"csp_5_2",FALSE,"TACT1-1","05179",45,"hd.1.3","Female","ft41","N"
2890,"csp_6_5",FALSE,"TACT1-1","05180",47,"hd.1.4","Male","ft41","I"
2891,"csp_5_4",FALSE,"TACT1-1","05183",46,"hd.1.7","Female","ft43","I"
2896,"csp_7_4",FALSE,"TACT2-1","06004",63,"hd.1.4","Female","ft44","N"
2897,"csp_6_3",FALSE,"TACT1-1","06004",44,"hd.1.3","Male","ft42","I"
2901,"csp_6_7",TRUE,"TACT1-1","06004",19,"hd.1.4","Male","ft41","I"
2906,"csp_5_5",FALSE,"TACT1-2","06004",27,"hd.1.5","Female","ft12","I"
2907,"csp_8_5",FALSE,"TACT2-4","06004",59,"hd.1.4","Female","ft44","I"
2908,"csp_8_6",FALSE,"TACT2-4","06004",59,"hd.1.1","Female","ft44","I"
2909,"csp_7_8",FALSE,"TACT2-1","06004",68,"hd.1.1","Male","ft44","I"
2910,"csp_7_4",FALSE,"TACT2-1","06004",79,"hd.1.7","Male","ft44","I"
2911,"csp_5_2",FALSE,"TACT1-1","06004",50,"hd.1.5","Female","ft41","N"
2913,"csp_6_3",FALSE,"TACT1-2","06004",63,"hd.1.6","Male","ft44","I"
2914,"csp_7_7",FALSE,"TACT2-1","06004",85,"hd.2","Female","ft12","N"
2917,"csp_7_5",FALSE,"TACT2-1","06004",71,"hd.1.1","Female","ft44","N"
2918,"csp_7_5",FALSE,"TACT2-1","06004",65,"hd.1.4","Female","ft42","N"
2919,"csp_7_7",FALSE,"TACT2-1","06004",75,"hd.1","Female","ft44","N"
2920,"csp_5_3",FALSE,"TACT1-1","06004",43,"hd.1.5","Male","ft11","I"
2921,"csp_4_7",FALSE,"TACT1-1","06004",58,"hd.1.8","Female","ft41","N"
2922,"csp_7_5",FALSE,"TACT2-1","06004",83,"hd.3","Female","ft41","N"
2926,"csp_7_8",FALSE,"TACT2-1","06004",84,"hd.1.1","Male","ft11","I"
2928,"csp_8_5",FALSE,"TACT2-4","06004",54,"hd.3","Female","ft42","N"
2929,"csp_8_4",TRUE,"TACT2-2","06004",20,"hd.1.4","Female","ft41","I"
2932,"csp_8_5",FALSE,"TACT2-4","06004",47,"hd.1.3","Female","ft42","N"
2933,"csp_3_5",FALSE,"TACT1-1","06004",55,"hd.1.1","Male","ft41","I"
2938,"csp_3_4",FALSE,"TACT1-2","06004",36,"hd.1.9","Male","ft44","I"
2940,"csp_8_4",TRUE,"TACT2-2","06004",17,"hd.3","Female","ft32","N"
2941,"csp_7_2",FALSE,"TACT2-1","06004",81,"hd.1.1","Female","ft12","I"
2944,"csp_7_5",FALSE,"TACT2-1","06004",93,"hd.1.1","Male","ft11","I"
2946,"csp_8_5",TRUE,"TACT2-2","06004",15,"hd.3","Female","ft41","I"
2947,"csp_2_2",FALSE,"TACT1-1","06004",49,"hd.1.3","Male","ft41","I"
2949,"csp_8_4",TRUE,"TACT2-2","06004",20,"hd.1.2","Male","ft41","I"
2952,"csp_8_5",FALSE,"TACT2-5","06004",26,"hd.1.3","Male","ft20","I"
2954,"csp_2_1",FALSE,"TACT1-1","06004",35,"hd.2","Male","ft41","I"
2955,"csp_5_6",FALSE,"TACT1-1","06004",39,"hd.1.3","Female","ft32","N"
2957,"csp_6_2",FALSE,"TACT1-2","06004",52,"hd.3","Male","ft44","I"
2958,"csp_4_6",FALSE,"TACT1-1","06004",48,"hd.1.4","Female","ft41","N"
2959,"csp_7_8",FALSE,"TACT2-1","06004",74,"hd.1.1","Male","ft11","I"
2962,"csp_3_1",FALSE,"TACT1-1","06004",38,"hd.1.8","Female","ft32","I"
2963,"csp_5_6",FALSE,"TACT1-1","06004",36,"hd.1.3","Male","ft11","I"
2964,"csp_3_5",FALSE,"TACT1-1","06004",35,"hd.1.8","Female","ft41","N"
2965,"csp_8_5",TRUE,"TACT2-2","06004",17,"hd.3","Male","ft41","I"
2966,"csp_2_1",FALSE,"TACT1-1","06004",65,"hd.1.3","Male","ft41","I"
2972,"csp_4_3",FALSE,"TACT1-1","06004",49,"hd.1.6","Female","ft41","N"
2974,"csp_4_6",FALSE,"TACT1-1","06004",39,"hd.1.4","Female","ft41","N"
2977,"csp_5_5",FALSE,"TACT1-1","06004",28,"hd.1.3","Female","ft41","N"
2980,"csp_7_7",FALSE,"TACT2-1","06004",80,"hd.1.5","Female","ft12","N"
2982,"csp_4_3",FALSE,"TACT1-1","06004",59,"hd.1.8","Female","ft32","I"
2983,"csp_7_2",FALSE,"TACT2-1","06004",77,"hd.1.3","Male","ft44","I"
2985,"csp_7_5",FALSE,"TACT2-1","06004",70,"hd.1.6","Male","ft44","I"
2986,"csp_5_5",FALSE,"TACT1-1","06004",45,"hd.1.2","Male","ft41","I"
2987,"csp_5_4",FALSE,"TACT1-1","06004",64,"hd.1.3","Female","ft43","N"
2989,"csp_5_5",FALSE,"TACT1-1","06004",31,"hd.1.5","Female","ft41","N"
2990,"csp_8_6",FALSE,"TACT2-4","06004",74,"hd.1.3","Female","ft20","I"
2991,"csp_7_5",FALSE,"TACT2-1","06004",73,"hd.1.5","Male","ft43","I"
2994,"csp_5_2",FALSE,"TACT1-1","06004",47,"hd.3","Female","ft41","N"
2998,"csp_4_2",FALSE,"TACT1-1","06006",67,"hd.1.4","Male","ft41","N"
3001,"csp_7_5",FALSE,"TACT2-1","06007",57,"hd.1.5","Male","ft44","I"
3002,"csp_7_5",FALSE,"TACT2-1","06007",76,"hd.1.4","Male","ft44","I"
3011,"csp_4_3",FALSE,"TACT1-1","06010",62,"hd.1.6","Female","ft43","I"
3012,"csp_5_2",FALSE,"TACT1-1","06011",36,"hd.1.3","Female","ft12","N"
3013,"csp_5_4",FALSE,"TACT1-1","06011",36,"hd.1.5","Female","ft31","I"
3016,"csp_7_7",FALSE,"TACT2-1","06012",95,"hd.1.4","Female","ft44","I"
3017,"csp_7_2",FALSE,"TACT2-1","06012",88,"hd.1.2","Female","ft44","N"
3018,"csp_6_3",FALSE,"TACT1-1","06012",27,"hd.3","Male","ft41","I"
3020,"csp_8_5",FALSE,"TACT2-5","06012",18,"hd.1.4","Female","ft42","I"
3022,"csp_8_5",TRUE,"TACT2-2","06012",15,"hd.3","Male","ft41","I"
3027,"csp_7_7",FALSE,"TACT2-1","06012",93,"hd.1.1","Female","ft12","N"
3029,"csp_8_4",TRUE,"TACT2-2","06012",18,"hd.1.2","Male","ft43","I"
3032,"csp_4_3",FALSE,"TACT1-1","06012",21,"hd.3","Male","ft42","I"
3033,"csp_8_5",FALSE,"TACT2-4","06012",35,"hd.1.2","Female","ft32","N"
3034,"csp_7_8",FALSE,"TACT2-1","06012",70,"hd.2","Male","ft41","N"
3036,"csp_6_3",FALSE,"TACT1-1","06012",49,"hd.1.3","Male","ft41","N"
3037,"csp_7_7",FALSE,"TACT2-1","06013",76,"hd.1.8","Female","ft44","I"
3039,"csp_7_8",FALSE,"TACT2-1","06015",91,"hd.1.3","Male","ft44","I"
3040,"csp_7_7",FALSE,"TACT2-1","06015",64,"hd.1.3","Male","ft43","N"
3041,"csp_7_7",FALSE,"TACT2-1","06015",66,"hd.1","Female","ft44","N"
3042,"csp_5_4",FALSE,"TACT1-1","06015",49,"hd.1.2","Female","ft32","N"
3046,"csp_7_2",FALSE,"TACT2-1","06018",80,"hd.1.3","Male","ft43","N"
3052,"csp_2_1",FALSE,"TACT1-1","06018",52,"hd.1.3","Male","ft42","N"
3054,"csp_8_5",TRUE,"TACT2-2","06018",17,"hd.3","Female","ft41","N"
3056,"csp_6_8",FALSE,"TACT1-1","06018",44,"hd.1","Female","ft41","N"
3057,"csp_2_1",FALSE,"TACT1-2","06018",57,"hd.1.5","Male","ft11","I"
3059,"csp_3_3",FALSE,"TACT1-1","06019",57,"hd.1.7","Male","ft42","I"
3060,"csp_5_5",FALSE,"TACT1-1","06021",45,"hd.3","Female","ft32","N"
3061,"csp_6_3",FALSE,"TACT1-1","06023",34,"hd.1.4","Male","ft41","N"
3062,"csp_8_4",TRUE,"TACT2-2","06023",21,"hd.1.4","Female","ft43","N"
3064,"csp_2_1",FALSE,"TACT1-1","06023",55,"hd.1.3","Male","ft41","I"
3065,"csp_7_5",FALSE,"TACT2-1","06024",64,"hd.1.7","Female","ft44","I"
3066,"csp_6_8",FALSE,"TACT1-1","06024",31,"hd.1.6","Female","ft41","N"
3068,"csp_5_2",FALSE,"TACT1-2","06026",60,"hd.1.6","Female","ft12","I"
3069,"csp_7_7",FALSE,"TACT2-1","06026",92,"hd.1.3","Male","ft44","I"
3071,"csp_7_4",FALSE,"TACT2-1","06027",66,"hd.1.7","Female","ft12","N"
3077,"csp_3_3",FALSE,"TACT1-1","06027",40,"hd.1.8","Female","ft41","N"
3081,"csp_8_5",TRUE,"TACT2-2","06027",15,"hd.3","Male","ft32","I"
3082,"csp_8_1",FALSE,"TACT1-2","06027",45,"hd.1.8","Female","ft42","N"
3083,"csp_8_4",TRUE,"TACT2-2","06027",19,"hd.1.2","Female","ft41","I"
3084,"csp_5_5",FALSE,"TACT1-2","06027",21,"hd.1.6","Female","ft43","I"
3087,"csp_6_7",FALSE,"TACT1-1","06027",30,"hd.1.3","Male","ft41","I"
3088,"csp_7_5",FALSE,"TACT2-1","06027",72,"hd.1.1","Female","ft44","I"
3089,"csp_7_8",FALSE,"TACT2-1","06027",81,"hd.1","Male","ft44","I"
3090,"csp_7_7",FALSE,"TACT2-1","06027",62,"hd.1.3","Female","ft32","N"
3091,"csp_8_5",FALSE,"TACT2-5","06027",51,"hd.1.4","Female","ft42","I"
3098,"csp_7_2",FALSE,"TACT2-1","06027",81,"hd.1.7","Female","ft44","I"
3099,"csp_7_7",FALSE,"TACT2-1","06027",73,"hd.1.1","Female","ft12","I"
3100,"csp_5_6",FALSE,"TACT1-1","06027",62,"hd.1.4","Female","ft41","N"
3101,"csp_5_2",FALSE,"TACT1-1","06027",46,"hd.1.4","Female","ft41","N"
3102,"csp_8_4",TRUE,"TACT2-2","06027",25,"hd.1.7","Female","ft12","N"
3103,"csp_6_3",FALSE,"TACT1-1","06027",47,"hd.1.3","Male","ft41","I"
3107,"csp_7_7",FALSE,"TACT2-1","06027",74,"hd.1","Female","ft12","N"
3110,"csp_3_8",FALSE,"TACT1-1","06027",34,"hd.1.8","Male","ft41","I"
3112,"csp_6_7",FALSE,"TACT1-1","06027",64,"hd.1.3","Male","ft11","I"
3115,"csp_3_7",FALSE,"TACT1-1","06027",43,"hd.1.6","Female","ft20","I"
3117,"csp_7_7",FALSE,"TACT2-1","06027",83,"hd.1.1","Female","ft44","I"
3118,"csp_5_4",FALSE,"TACT1-1","06027",48,"hd.1.7","Female","ft12","N"
3122,"csp_7_7",FALSE,"TACT2-1","06027",72,"hd.3","Female","ft32","N"
3124,"csp_4_7",FALSE,"TACT1-1","06027",45,"hd.1.4","Male","ft41","I"
3129,"csp_8_6",FALSE,"TACT2-1","06027",92,"hd.2","Female","ft43","I"
3135,"csp_3_7",FALSE,"TACT1-1","06027",46,"hd.1.8","Female","ft41","N"
3136,"csp_8_4",TRUE,"TACT2-2","06027",20,"hd.1.6","Male","ft32","I"
3139,"csp_7_8",FALSE,"TACT2-1","06027",78,"hd.1.3","Male","ft41","I"
3141,"csp_8_4",TRUE,"TACT2-2","06027",24,"hd.1.7","Female","ft41","N"
3144,"csp_7_7",FALSE,"TACT2-1","06027",69,"hd.1.6","Male","ft11","N"
3145,"csp_8_5",FALSE,"TACT2-5","06027",32,"hd.1.5","Female","ft32","I"
3146,"csp_7_5",FALSE,"TACT2-1","06027",52,"hd.1.8","Female","ft42","I"
3151,"csp_4_6",FALSE,"TACT1-1","06027",51,"hd.1.3","Female","ft41","N"
3152,"csp_4_6",FALSE,"TACT1-1","06027",33,"hd.1.5","Female","ft41","N"
3153,"csp_4_3",FALSE,"TACT1-1","06027",25,"hd.1.6","Female","ft12","N"
3154,"csp_6_4",FALSE,"TACT1-1","06027",48,"hd.1.3","Male","ft41","I"
3157,"csp_8_4",TRUE,"TACT2-2","06028",19,"hd.1.4","Female","ft42","N"
3158,"csp_7_5",FALSE,"TACT2-1","06028",65,"hd.1.3","Male","ft11","I"
3159,"csp_7_7",FALSE,"TACT2-1","06029",87,"hd.3","Female","ft12","N"
3162,"csp_7_7",FALSE,"TACT2-1","06029",68,"hd.1.7","Male","ft44","I"
3163,"csp_7_7",FALSE,"TACT2-1","06029",77,"hd.1.3","Female","ft12","N"
3164,"csp_8_5",FALSE,"TACT2-5","06029",39,"hd.1.8","Female","ft20","I"
3168,"csp_5_3",FALSE,"TACT1-1","06029",23,"hd.1.3","Male","ft44","I"
3169,"csp_7_7",FALSE,"TACT2-1","06029",72,"hd.1.3","Female","ft44","N"
3172,"csp_3_7",FALSE,"TACT1-1","06029",51,"hd.1.7","Female","ft43","I"
3174,"csp_8_4",TRUE,"TACT2-2","06029",19,"hd.3","Male","ft20","I"
3175,"csp_4_2",FALSE,"TACT1-1","06029",48,"hd.1.5","Male","ft41","I"
3181,"csp_8_4",TRUE,"TACT2-2","06029",17,"hd.1.2","Female","ft32","I"
3183,"csp_3_7",FALSE,"TACT1-1","06029",48,"hd.3","Female","ft41","I"
3184,"csp_7_7",FALSE,"TACT2-1","06029",70,"hd.1.3","Female","ft44","N"
3185,"csp_5_3",FALSE,"TACT1-2","06029",30,"hd.1.2","Male","ft44","I"
3188,"csp_5_2",FALSE,"TACT1-1","06029",57,"hd.1.5","Female","ft43","N"
3189,"csp_3_8",FALSE,"TACT1-1","06029",36,"hd.1.4","Male","ft41","I"
3190,"csp_4_2",FALSE,"TACT1-1","06029",39,"hd.1.3","Male","ft41","I"
3191,"csp_4_6",FALSE,"TACT1-1","06029",48,"hd.1.3","Female","ft41","N"
3193,"csp_4_7",FALSE,"TACT1-1","06029",33,"hd.1.6","Male","ft41","I"
3195,"csp_7_7",FALSE,"TACT2-1","06029",84,"hd.1.3","Female","ft44","N"
3198,"csp_7_8",FALSE,"TACT2-1","06029",69,"hd.1.5","Male","ft43","I"
3199,"csp_7_4",FALSE,"TACT2-1","06029",86,"hd.1.9","Male","ft44","I"
3201,"csp_8_4",TRUE,"TACT2-2","06029",16,"hd.1.1","Female","ft20","I"
3202,"csp_4_6",FALSE,"TACT1-1","06029",48,"hd.3","Male","ft31","I"
3203,"csp_8_4",TRUE,"TACT2-2","06029",21,"hd.1.8","Male","ft32","I"
3206,"csp_5_2",FALSE,"TACT1-1","06029",64,"hd.1.3","Female","ft20","N"
3210,"csp_5_4",TRUE,"TACT1-1","06029",19,"hd.1.4","Female","ft43","I"
3211,"csp_7_4",FALSE,"TACT2-1","06029",83,"hd.1.7","Male","ft44","I"
3212,"csp_5_5",FALSE,"TACT1-2","06029",46,"hd.1.6","Female","ft44","I"
3213,"csp_7_5",FALSE,"TACT2-1","06029",77,"hd.1.8","Male","ft44","I"
3215,"csp_3_7",FALSE,"TACT1-1","06029",57,"hd.1.7","Male","ft31","I"
3218,"csp_7_7",FALSE,"TACT2-1","06029",66,"hd.3","Female","ft12","N"
3220,"csp_2_1",FALSE,"TACT1-1","06029",59,"hd.1.4","Female","ft41","N"
3224,"csp_7_7",FALSE,"TACT2-1","06029",68,"hd.3","Female","ft44","I"
