pkey,SPORTS
97759,"CLUB111"
97770,"CLUB602"
97787,"CLUB218"
97806,"CLUB123"
97809,"CLUB604"
97813,"CLUB264"
97824,"CLUB201"
97832,"CLUB126"
97848,"CLUB117"
97867,"CLUB108"
97912,"CLUB134"
97919,"CLUB105"
97964,"CLUB604"
97982,"CLUB138"
98019,"CLUB132"
98034,"CLUB123"
98043,"CLUB135"
98064,"CLUB123"
98066,"CLUB111"
98081,"CLUB105"
98140,"CLUB111"
98141,"CLUB410"
98154,"CLUB413"
98195,"CLUB125"
98228,"CLUB119"
98241,"CLUB115"
98244,"CLUB115"
98245,"CLUB133"
98269,"CLUB123"
98279,"CLUB115"
98296,"CLUB119"
98318,"CLUB115"
98357,"CLUB138"
98373,"CLUB132"
98390,"CLUB254"
98400,"CLUB219"
98417,"CLUB410"
98436,"CLUB123"
98507,"CLUB109"
98516,"CLUB111"
98520,"CLUB218"
98521,"CLUB132"
98529,"CLUB109"
98534,"CLUB413"
98542,"CLUB402"
98546,"CLUB111"
98574,"CLUB134"
98587,"CLUB245"
98598,"CLUB134"
98603,"CLUB242"
98608,"CLUB124"
98611,"CLUB123"
98651,"CLUB119"
98656,"CLUB119"
98669,"CLUB501"
98722,"CLUB133"
98723,"CLUB111"
98728,"CLUB123"
98777,"CLUB105"
98798,"CLUB103"
98817,"CLUB245"
98818,"CLUB404"
98828,"CLUB101"
98841,"CLUB245"
98845,"CLUB125"
98859,"CLUB115"
98860,"CLUB202"
98877,"CLUB111"
98896,"CLUB105"
98899,"CLUB410"
98901,"CLUB117"
98930,"CLUB132"
98934,"CLUB111"
98986,"CLUB129"
98990,"CLUB221"
99014,"CLUB222"
99023,"CLUB115"
99024,"CLUB402"
99025,"CLUB135"
99039,"CLUB111"
99081,"CLUB123"
99136,"CLUB111"
99138,"CLUB117"
99147,"CLUB101"
99161,"CLUB113"
99187,"CLUB133"
99193,"CLUB111"
99207,"CLUB106"
99245,"CLUB132"
99247,"CLUB218"
99264,"CLUB402"
99273,"CLUB111"
99286,"CLUB402"
99304,"CLUB245"
99340,"CLUB404"
99346,"CLUB123"
99349,"CLUB132"
99351,"CLUB117"
99355,"CLUB115"
99370,"CLUB403"
99376,"CLUB132"
99398,"CLUB101"
99425,"CLUB111"
99428,"CLUB602"
99462,"CLUB123"
99510,"CLUB111"
99529,"CLUB402"
99557,"CLUB119"
99590,"CLUB134"
99640,"CLUB123"
99666,"CLUB218"
99675,"CLUB123"
99677,"CLUB242"
99681,"CLUB109"
99697,"CLUB605"
99715,"CLUB134"
99726,"CLUB115"
99750,"CLUB132"
99770,"CLUB111"
99796,"CLUB206"
99844,"CLUB115"
99863,"CLUB605"
99930,"CLUB221"
99974,"CLUB123"
99975,"CLUB117"
99979,"CLUB402"
100012,"CLUB403"
100019,"CLUB403"
100071,"CLUB209"
