pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
22736,"MA","77","92","463c","CDI","O","C","ct_9",2028,"tr_1"
22745,"FZ","83","83","542a","CDI","O","P","ct_6",336,"tr_1"
22749,"GZ","77","77","554f","CDI","O","C","ct_6",1540,"tr_1"
22752,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
22756,"NZ","03","03","691d","CDD","O","C","ct_8",242,"tr_2"
22761,"FZ","60","92","481a","CDI","O","C","ct_9",1476,"tr_1"
22782,"CE","68","68","487a","CDI","O","C","ct_9",1353,"tr_6"
22783,"QB","92","92","676e","AUT","O","C","ct_8",1821,"tr_5"
22784,"QB","73","73","525d","CDI","O","C","ct_8",1820,"tr_4"
22785,"QB","89","89","543h","CDI","O","P","ct_8",226,"tr_1"
22798,"KZ","22","35","543g","CDI","O","C","ct_9",1520,"tr_3"
22800,"CL","67","67","628c","CDI","O","C","ct_9",1403,"tr_6"
22807,"MC","17","17","541d","CDI","O","P","ct_9",470,"tr_4"
22809,"TZ",NA,NA,"563c","CDI","O","N","ct_7",247,"tr_1"
22814,"QA","31","31","526a","CDI","O","C","ct_9",1707,"tr_5"
22818,"QB","95","95","563a","CDI","O","N","ct_7",2336,"tr_1"
22823,"CG","67","67","674a","CDI","O","C","ct_9",1922,"tr_2"
22829,"LZ","66","66","671a","AUT","O","C","ct_5",759,"tr_1"
22831,"CM","26","26","433c","CDI","O","C","ct_9",1930,"tr_5"
22833,"QA","44","44","344b","CDI","O","C","ct_8",924,"tr_2"
22837,"HZ","44","44","451a","CDI","O","C","ct_9",1679,"tr_6"
22841,"CL","62","59","674d","CDI","O","C","ct_9",491,"tr_6"
22844,"FZ","78","78","621a","CDI","O","C","ct_9",1680,"tr_3"
22847,"MA","76","76","461b","CDI","O","C","ct_9",1365,"tr_3"
22850,"QA","34","34","542a","CDI","O","C","ct_9",1827,"tr_3"
22878,"HZ","13","13","333c","CDI","O","C","ct_9",1820,"tr_3"
22885,"TZ","01","69","563c","CDI","O","N","ct_7",1846,"tr_1"
22912,"QB","85","85","563b","AUT","O","C","ct_2",1516,"tr_4"
22914,"IZ","34","34","632k","TOA","O","C","ct_9",637,"tr_3"
22917,"GZ","62","62","554a","CDI","O","C","ct_9",1915,"tr_3"
22944,"OZ","94","94","621f","CDI","O","C",NA,334,NA
22968,"FZ","94","94","542a","CDI","O","C","ct_9",1560,"tr_0"
22970,"CK","77","76","388b","CDI","O","C","ct_9",1820,"tr_6"
22992,"QA","11","11","526e","CDI","O","C","ct_9",1919,"tr_3"
22993,"NZ","91","91","543b","CDI","O","C","ct_8",1826,"tr_1"
23013,"HZ","79","86","451a","CDI","O","C","ct_9",1820,"tr_6"
23024,"HZ","86","86","332b","CDI","O","C","ct_2",1820,"tr_2"
23025,"HZ","85","85","641a","CDI","O","C","ct_9",1771,"tr_5"
23043,"QB","29","29","526d","CDI","O","C","ct_8",751,"tr_3"
23044,"PZ","56","56","525b","CDI","O","C","ct_8",1062,"tr_4"
23047,"TZ","51","51","563c","CDI","O","C",NA,293,NA
23070,"DZ","22","22","386d","CDI","O","C","ct_9",1820,"tr_5"
23082,"JA","75","75","352a","CDI","O","C",NA,427,NA
23090,"QB","69","69","526c","CDI","O","C","ct_8",1419,"tr_2"
23111,"CA","76","76","554a","CDI","O","P","ct_9",612,"tr_1"
23117,"GZ","25","25","463c","CDI","O","P","ct_9",587,"tr_2"
23134,"JA","07","13","465a","CDI","O","C","ct_9",1850,"tr_6"
23158,"QB","38","38","563a","CDI","O","N","ct_7",3000,"tr_1"
23162,"QA","12","12","431f","CDI","O","C","ct_8",1214,"tr_6"
23205,"QB","74","74","526a","CDI","O","C","ct_8",1646,"tr_5"
23241,"PZ","93","75","684a","CDI","O","P",NA,341,NA
23254,"OZ","92","92","524c","AUT","O","P","ct_2",1314,"tr_6"
23261,"QA","38","38","434b","CDI","O","P","ct_8",546,"tr_6"
23285,"PZ","93","75","523c","AUT","O","C","ct_2",1768,"tr_3"
23286,"QB","76","76","676e","CDI","O","C","ct_8",266,"tr_4"
23298,"NZ","51","51","564a","CDI","O","C","ct_8",1820,"tr_1"
23299,"NZ","81","81","684a","CDI","O","P","ct_9",556,"tr_2"
23315,"GZ","68","68","641a","CDI","O","P","ct_9",569,"tr_1"
23347,"FZ","30","30","382c","CDI","O","C","ct_9",1820,"tr_5"
23353,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
23357,"PZ","85","85","341a","CDI","O","C","ct_8",1820,"tr_4"
23368,"GZ","91","78","653a","CDI","O","C","ct_9",680,"tr_3"
23371,"CL","59","59","473b","CDI","O","C","ct_9",1820,"tr_6"
23398,"CA","61","61","542a","CDI","O","C","ct_9",1827,"tr_5"
23415,"PZ","33","33","342b","CDI","O","P","ct_9",1000,"tr_4"
23428,"RZ","35","35","424a","CDI","O","C",NA,808,NA
23442,"CF","75","94","387b","CDI","O","C","ct_9",1820,"tr_3"
23444,"GZ","14","14","554e","CDI","O","C",NA,244,NA
23450,"GZ","72","72","542a","CDI","O","C","ct_9",1735,"tr_4"
23499,"MA","91","91","387b","CDI","O","C","ct_9",1820,"tr_6"
23504,"MA","04","13","477b","CDI","O","C","ct_9",645,"tr_3"
23512,"QA","54","54","432b","CDI","O","C","ct_8",2044,"tr_6"
23524,"CB","49","49","675a","CDI","O","C","ct_9",319,"tr_4"
23526,"JA","35","44","463d","CDI","O","C","ct_9",1372,"tr_2"
23543,"PZ","92","91","423b","CDI","O","C","ct_9",1572,"tr_1"
23558,"MA","75","75","382b","CDI","O","C","ct_9",1669,"tr_3"
23608,"NZ","15","19","684a","CDI","O","C",NA,566,"tr_2"
23609,"GZ","83","83","554a","CDI","O","P","ct_9",1235,"tr_1"
23613,"HZ","67","67","643a","CDI","O","P","ct_9",489,"tr_3"
23621,"OZ","93","93","451e","AUT","O","C","ct_1",1820,"tr_6"
23629,"HZ","93","95","389a","CDI","O","C","ct_9",1171,"tr_6"
23641,"GZ","92","92","387a","CDI","O","C","ct_9",1824,"tr_1"
23643,"PZ","95","95","422e","CDI","O","P","ct_8",767,"tr_5"
23682,"QB","78","92","563b","CDI","O","N","ct_7",885,"tr_0"
23697,"QB","07","07","434e","CDI","O","C","ct_8",1784,"tr_3"
23705,"PZ","59","59","422c","CDI","O","P","ct_8",1419,"tr_5"
23713,"NZ","06","13","684a","AUT","O","C",NA,262,"tr_1"
23716,"QA","02","02","563b","CDI","O","P","ct_8",1248,"tr_6"
23732,"NZ","21","21","467c","CDI","O","C","ct_9",1794,"tr_1"
23735,"PZ","77","75","342c","CDI","O","P","ct_9",726,"tr_4"
23737,"QB","69","69","676e","AUT","O","P","ct_8",817,"tr_5"
23750,"KZ","93","94","467b","CDI","O","C","ct_9",1820,"tr_6"
23766,"QB","26","26","525d","CDI","O","C",NA,143,NA
23770,"SZ","13","13","421b","CDI","O","C","ct_8",1213,"tr_2"
23777,"NZ","93","93","534b","CDI","O","C","ct_9",669,"tr_6"
23790,"CC","41","41","675b","CDI","O","C","ct_9",1660,"tr_2"
23794,"HZ","75","93","451a","CDI","O","C","ct_9",537,"tr_3"
23806,"QB","85","85","526d","CDI","O","C","ct_8",1801,"tr_4"
23815,"GZ","60","60","636a","CDI","O","C","ct_9",2063,"tr_6"
23818,"FZ","15","15","621c","CDI","O","C","ct_9",1743,"tr_4"
23819,"QB","22","22","525d","CDI","O","C","ct_8",599,"tr_4"
23859,"NZ","93","93","481b","CDI","O","C","ct_9",580,"tr_0"
23866,"JC","60","95","486b","CDI","O","C","ct_9",1821,"tr_2"
23867,"QA","74","74","451h","CDI","O","C","ct_3",1820,"tr_5"
23882,"QB","44","44","676e","AUT","O","C","ct_8",1792,"tr_5"
23886,"FZ","77","91","485b","CDI","O","C","ct_9",1673,"tr_1"
23908,"SZ","30","69","441b","CDI","O","N","ct_8",700,"tr_5"
23922,"MA","01","01","543g","CDI","O","C","ct_9",1820,"tr_2"
23937,"JC","14","93","451g","AUT","O","C","ct_2",1820,"tr_3"
23954,"FZ","42","42","632f","CDI","O","C","ct_9",1652,"tr_3"
24007,"QA","61","61","526b","CDI","O","P","ct_9",1672,"tr_2"
24025,"PZ","33","33","524b","CDI","O","C","ct_1",1517,"tr_2"
24064,"CA","02","02","625f","CDI","O","C","ct_9",1710,"tr_4"
24071,"HZ","10","10","451a","CDI","O","C","ct_9",912,"tr_3"
24103,"QB","73","73","563b","CDI","O","C","ct_8",1167,"tr_4"
24122,"EZ","39","39","644a","CDI","O","C","ct_9",609,"tr_2"
24139,"FZ","63","63","621d","CDI","O","C","ct_9",1684,"tr_3"
24174,"OZ","66","66","525b","AUT","O","C","ct_2",1779,"tr_6"
24179,"NZ","69","69","676a","TTP","O","C","ct_9",1622,"tr_1"
24208,"RZ","83","05","543h","CDI","O","C","ct_9",553,"tr_1"
24219,"NZ","76","76","541b","CDI","O","P","ct_9",1603,"tr_1"
24231,"PZ","56","56","421b","CDI","O","C","ct_8",1820,"tr_3"
24244,"KZ",NA,NA,"467a","CDI","O","C","ct_9",1820,"tr_5"
24251,"QB","30","30","526a","CDI","O","C","ct_8",1820,"tr_4"
24269,"PZ","14","14","422c","CDI","O","C","ct_8",1698,"tr_5"
24274,"CA","56","56","674b","CDI","O","C","ct_9",1714,"tr_6"
24284,"OZ","94","94","434b","CDI","O","C","ct_1",1820,"tr_6"
24288,"LZ","30","30","388c","CDI","O","C","ct_9",1820,"tr_4"
24289,"NZ","14","76","541b","CDI","O","C","ct_9",1721,"tr_4"
24291,"QA","19","33","433a","CDI","O","P","ct_9",1418,"tr_3"
24294,"OZ",NA,NA,"524c","CDI","O","C","ct_2",1820,"tr_6"
24326,"GZ","44","44","486d","CDI","O","C","ct_9",2030,"tr_3"
24327,"PZ","33","33","422d","CDI","O","C","ct_8",1669,"tr_3"
24345,"OZ","78","78","524c","CDI","O","C",NA,462,NA
24346,"PZ",NA,NA,"421b","AUT","O","C","ct_2",1820,"tr_3"
24357,"TZ","21","21","563a","CDD","O","C",NA,394,NA
24388,"QA","06","06","344a","CDI","O","C","ct_9",1820,"tr_3"
24409,"OZ","95","78","563b","AUT","O","C","ct_2",1819,"tr_1"
24429,"IZ","74","74","561e","CDI","O","C","ct_8",1694,"tr_1"
24439,"GZ","17","17","554b","CDI","O","P","ct_9",359,"tr_1"
24458,"KZ","83","13","467b","CDI","O","C","ct_9",1824,"tr_4"
24459,"FZ","22","22","373c","CDI","O","C","ct_9",1820,"tr_2"
24463,"TZ","87","34","563c","CDI","O","C",NA,1092,NA
24473,"GZ","45","91","542a","CDI","O","P","ct_9",1168,"tr_1"
24482,"HZ","68","68","451a","CDI","O","C","ct_9",607,"tr_2"
24509,"GZ","62","59","433d","CDI","O","P","ct_9",1257,"tr_1"
24510,"QB","06","06","451h","CDI","O","C","ct_3",1820,"tr_5"
24518,"PZ","59","59","524b","TOA","O","C","ct_1",1362,"tr_4"
24523,"HZ","64","64","451a","CDI","O","P","ct_9",856,"tr_3"
24526,"GZ","86","86","634c","CDI","O","C","ct_9",1516,"tr_2"
24530,"PZ","34","34","525a","CDI","O","P","ct_8",1329,"tr_2"
24560,"OZ","31","31","333e","CDI","O","C","ct_1",1820,"tr_6"
24572,"HZ","45","78","451a","AUT","O","P","ct_9",1172,"tr_6"
24576,"KZ","02","02","545c","CDI","O","C","ct_6",1669,"tr_0"
24579,"MA","66","66","543e","CDI","O","C","ct_9",1796,"tr_2"
24580,"QB","59","59","526c","CDI","O","C","ct_9",706,"tr_1"
24587,"QA","12","12","523d","AUT","O","P","ct_3",1252,"tr_6"
24589,"KZ","74","74","384a","CDI","O","P","ct_9",1001,"tr_2"
24591,"QB","01","01","563a","CDI","O","N","ct_7",3000,"tr_1"
24608,"OZ","92","92","524c","CDI","O","C",NA,510,NA
24616,"NZ","66","66","451g","CDI","O","C","ct_2",1820,"tr_3"
24628,"NZ","75","75","564a","CDI","O","C","ct_8",1820,"tr_1"
24630,"GZ","26","26","556a","CDI","O","C","ct_9",1498,"tr_2"
24638,"QB","76","76","525d","CDI","O","C","ct_8",1585,"tr_4"
24643,"OZ","70","70","525c","CDI","O","C","ct_2",1082,"tr_6"
24647,"OZ","33","33","545d","CDI","O","C","ct_8",2044,"tr_6"
24664,"QB","38","38","563b","CDI","O","C","ct_8",910,"tr_6"
24673,"OZ",NA,NA,"523c","AUT","O","P","ct_2",1213,"tr_5"
24677,"NZ","75","94","684a","CDI","O","P","ct_9",1011,"tr_6"
24678,"QB","07","07","525d","CDI","O","P","ct_8",2755,"tr_4"
24679,"MC","78","75","382a","CDI","O","C","ct_9",1976,"tr_3"
24680,"QA","35","35","526a","CDI","O","C","ct_8",1452,"tr_6"
24695,"SZ","78","75","637b","CDI","O","C","ct_9",1684,"tr_1"
24710,"GZ","83","83","462d","CDI","O","C","ct_9",1835,"tr_4"
24720,"QA","75","75","525d","CDI","O","C","ct_8",1770,"tr_3"
24740,"GZ","39","39","676c","CDI","O","C","ct_9",1822,"tr_6"
24749,"MA","69","69","623a","CDI","O","C","ct_9",2044,"tr_4"
24751,"FZ","28","28","382c","CDI","O","C","ct_9",1820,"tr_3"
24780,"NZ","33","33","542a","CDI","O","C","ct_9",1604,"tr_1"
24786,"PZ","64","64","525b","CDI","O","P","ct_8",1397,"tr_3"
24797,"GZ","67","67","552a","CDI","O","C","ct_9",1906,"tr_5"
24811,"CG","34","34","542a","CDI","O","P","ct_9",910,"tr_1"
24823,"HZ","91","91","676c","CDI","O","P","ct_9",1249,"tr_6"
24828,"QA","33","33","431d","CDI","O","C","ct_9",1715,"tr_3"
24879,"NZ","75","75","564a","CDI","O","C","ct_8",450,"tr_1"
24894,"PZ","91","94","373d","CDI","O","C","ct_8",3000,"tr_5"
24906,"GZ","39","39","526e","CDI","O","C","ct_9",2028,"tr_1"
24928,"MA","29","92","463d","CDI","O","C","ct_9",1820,"tr_5"
24944,"MA","94","94","542b","CDI","O","C","ct_9",1701,"tr_3"
24948,"RZ","29","29","435b","CDI","O","P",NA,178,NA
24954,"CJ","38","95","374b","CDI","O","C","ct_9",1897,"tr_5"
24965,"NZ","88","54","431f","CDI","O","P","ct_9",1354,"tr_2"
24979,"CI","72","72","622e","CDI","O","C","ct_9",1694,"tr_3"
24991,"GZ","69","69","551a","CDD","O","P","ct_9",155,"tr_4"
24995,"QB","19","19","526d","CDI","O","C","ct_8",1820,"tr_3"
25012,"QB","34","34","526d","CDI","O","C","ct_8",1955,"tr_4"
25013,"FZ","33","33","632f","CDI","O","C","ct_9",898,"tr_1"
25029,"JA","13","13","461b","CDI","O","C","ct_9",1876,"tr_6"
25030,"GZ","86","94","383c","CDI","O","C","ct_9",1820,"tr_6"
25034,"TZ","02","02","563c","CDI","O","P",NA,624,NA
25035,"CL","62","62","431f","CDI","O","C","ct_9",1872,"tr_6"
25050,"JA","75","92","353c","CDI","O","C","ct_9",1965,"tr_6"
25051,"QB","13","13","525d","CDI","O","C","ct_9",1849,"tr_4"
25058,"NZ","57","57","684a","CDD","O","C",NA,343,"tr_3"
25084,"OZ","94","94","524c","CDI","O","C",NA,173,NA
25089,"KZ","78","92","545c","CDI","O","P","ct_9",1687,"tr_6"
25092,"NZ","62","75","564a","CDI","O","C",NA,458,"tr_1"
25103,"SZ","77","77","543g","AUT","X","C","ct_8",1834,"tr_5"
25104,"QB","33","33","526a","CDI","O","C","ct_8",1820,"tr_4"
25108,"KZ","72","72","467c","CDI","O","C","ct_9",1736,"tr_2"
25117,"GZ","26","26","653a","CDI","O","C","ct_9",1820,"tr_3"
25122,"GZ","67","67","554c","CDI","O","P","ct_9",498,"tr_1"
25124,"FZ","56","29","481b","CDI","O","C","ct_9",1170,"tr_3"
25138,"FZ","22","22","632e","CDI","O","C","ct_6",1626,"tr_1"
25149,"QB","37","37","525d","CDI","O","C","ct_8",1827,"tr_3"
25178,"QB","14","14","563b","TTP","O","C",NA,280,NA
25186,"QA","30","34","525d","CDI","O","C","ct_9",152,"tr_6"
25197,"QA","69","01","525d","AUT","O","C","ct_3",1820,"tr_6"
25205,"CJ","35","50","653a","CDI","O","C","ct_9",1717,"tr_6"
25210,"NZ","95","93","534a","CDI","O","C","ct_9",2795,"tr_6"
25216,"NZ","86","86","684a","TOA","O","C",NA,917,"tr_1"
25220,"IZ","93","75","561d","CDI","O","C","ct_9",1322,"tr_3"
25221,"QB","76","76","563b","CDD","O","P","ct_2",1398,"tr_3"
25230,"QB","91","91","525d","CDI","O","C","ct_9",916,"tr_4"
25233,"NZ","94","94","684a","CDI","O","C","ct_9",782,"tr_5"
25242,"QB","48","43","525d","CDI","O","P","ct_8",1403,"tr_5"
25244,"OZ","85","44","523b","AUT","O","C","ct_1",1820,"tr_4"
25258,"HZ","45","45","333c","CDI","O","C","ct_9",1820,"tr_6"
25269,"IZ","90","90","636d","CDI","O","C","ct_9",1446,"tr_2"
25272,"FZ","75","91","481b","CDI","O","C","ct_9",1820,"tr_2"
25281,"HZ","51","51","632k","CDI","O","C","ct_9",1820,"tr_5"
25290,"QB","61","61","563b","AUT","X","P","ct_8",826,"tr_6"
25293,"PZ","24","33","423b","CDI","O","C","ct_8",1820,"tr_4"
25300,"CC","53","53","627d","CDI","O","C","ct_9",1032,"tr_1"
25302,"GZ","77","94","371a","CDI","O","C","ct_9",1820,"tr_6"
25309,"HZ","59","59","477b","CDI","O","C","ct_9",1694,"tr_1"
25321,"QB","92","92","563a","AUT","O","C",NA,167,NA
25329,"PZ","56","56","421b","CDI","O","C","ct_8",1820,"tr_2"
25332,"QA",NA,NA,"431f","CDI","O","C","ct_8",1820,"tr_2"
25336,"HZ","59","59","451a","CDI","O","C","ct_9",1820,"tr_3"
25337,"NZ","08","08","684a","CDI","O","P","ct_9",1413,"tr_5"
25341,"CL","78","78","676a","CDI","O","C","ct_9",1839,"tr_6"
25344,"OZ","91","91","543g","CDI","O","C","ct_5",1771,"tr_4"
25346,"CB","24","24","477a","CDI","O","C","ct_9",1341,"tr_5"
25350,"IZ",NA,NA,"461d","CDI","O","C","ct_9",1491,"tr_4"
25351,"CL","95","93","461d","CDI","O","C","ct_9",1783,"tr_6"
25355,"NZ","67","67","684a","CDI","O","P","ct_9",1851,"tr_6"
25357,"PZ","22","22","422e","CDI","O","C","ct_8",910,"tr_5"
25365,"QA","51","51","526e","CDI","O","C","ct_9",2151,"tr_2"
25376,"GZ","84","30","463c","CDD","O","C","ct_9",444,"tr_1"
25386,"QB","83","83","563b","CDI","O","P","ct_8",1411,"tr_6"
25396,"FZ","35","35","632g","CDI","O","C","ct_9",1634,"tr_5"
25397,"NZ","94","92","684a","CDI","O","C","ct_9",1563,"tr_4"
25404,"CC","12","12","481a","CDI","O","P","ct_9",866,"tr_0"
25405,"GZ","53","53","554c","CDI","O","P","ct_9",915,"tr_1"
25413,"CA","56","56","487a","CDI","O","C","ct_9",1640,"tr_3"
25421,"HZ","91","94","543g","CDI","O","C","ct_9",1820,"tr_4"
25434,"LZ","57","57","541c","CDI","O","P","ct_9",1387,"tr_2"
25450,"FZ","91","91","461b","CDI","O","P","ct_9",1414,"tr_3"
25457,"QB","44","44","563a","CDI","O","N","ct_8",1820,"tr_4"
25475,"QB","59","59","525d","CDI","O","P","ct_8",1704,"tr_3"
25476,"PZ","54","54","451e","CDI","O","C","ct_1",1820,"tr_5"
25493,"QB","75","75","563a","CDI","O","N","ct_7",3000,"tr_1"
25516,"QB","42","69","526d","CDI","O","C","ct_8",1723,"tr_5"
25520,"TZ",NA,NA,"563c","AUT","O","C",NA,163,NA
25528,"KZ","75","75","376b","CDI","O","C","ct_9",1820,"tr_6"
25535,"JC","93","93","388b","CDI","O","C","ct_9",1880,"tr_6"
25541,"NZ",NA,NA,"684a","CDI","O","P","ct_9",787,"tr_6"
25554,"FZ","52","52","632a","CDI","O","C","ct_9",1741,"tr_3"
25556,"SZ","76","76","542a","CDI","O","C","ct_8",686,"tr_0"
25558,"OZ","25","25","621f","AUT","O","C","ct_2",1061,"tr_2"
25567,"LZ","11","11","553c","CDI","O","P","ct_9",159,"tr_1"
25592,"PZ","41","41","461b","CDI","O","P","ct_8",910,"tr_3"
25608,"MA","75","75","382b","CDI","O","C","ct_9",1669,"tr_3"
25611,"QA","63","63","525d","CDI","O","C","ct_8",1790,"tr_5"
25614,"QA","69","69","542a","CDI","O","P","ct_9",419,"tr_5"
25616,"FZ","29","56","632j","CDI","O","C","ct_9",759,"tr_0"
25620,"SZ","69","69","691e","AUT","X","P","ct_8",1210,"tr_3"
25637,"GZ","31","31","551a","CDI","O","C","ct_9",1641,"tr_1"
25642,"KZ","31","31","373d","CDI","O","N","ct_9",1820,"tr_1"
25645,"QA","91","92","543h","CDI","O","C","ct_8",1962,"tr_6"
25676,"DZ","37","37","461f","AUT","O","C",NA,152,NA
25681,"MB","78","78","524b","CDI","O","N",NA,151,NA
25689,"GZ","44","44","542a","CDI","O","C","ct_9",1669,"tr_0"
25695,"IZ","92","75","561d","CDI","O","C","ct_9",1648,"tr_2"
25701,"GZ","54","54","543f","CDI","O","P","ct_9",910,"tr_1"
25727,"CM","42","42","461b","CDI","O","C","ct_9",1505,"tr_1"
25728,"PZ","80","80","342d","CDI","O","C","ct_4",1820,"tr_4"
25747,"SZ","27","27","681b","AUT","X","C","ct_8",1544,"tr_4"
25782,"QA","78","75","433d","CDI","O","P","ct_8",1017,"tr_6"
25793,"QB","54","57","635a","CDI","O","C","ct_8",1822,"tr_3"
25811,"OZ","29","29","467d","CDI","O","C","ct_8",2044,"tr_6"
25821,"QA","29","29","526a","CDI","O","P","ct_9",915,"tr_5"
25827,"GZ","06","06","534a","CDI","O","C","ct_9",908,"tr_3"
25829,"GZ","24","33","634c","CDI","O","C","ct_6",1753,"tr_1"
25836,"QB","73","73","563a","CDI","O","N","ct_7",2488,"tr_1"
25846,"IZ","78","91","523b","CDI","O","C",NA,247,NA
25853,"CH","59","59","474b","CDI","O","C","ct_9",2015,"tr_6"
25883,"GZ","49","49","691d","TOA","O","C","ct_9",734,"tr_2"
25892,"MC","64","64","526b","CDI","O","P","ct_9",1774,"tr_1"
25925,"NZ","47","92","543g","CDI","O","P","ct_9",771,"tr_3"
25935,"IZ",NA,NA,"488b","CDI","O","C","ct_9",1540,"tr_3"
25937,"DZ","58","58","477c","CDI","O","C","ct_9",152,"tr_4"
25947,"HZ",NA,NA,"478c","CDI","O","C","ct_9",1962,"tr_5"
25954,"QA","74","74","541b","CDI","O","C","ct_9",1742,"tr_5"
25957,"HZ","13","13","451a","CDI","O","C","ct_9",1785,"tr_3"
25962,"QA","64","64","643a","CDI","O","C","ct_9",1656,"tr_0"
25965,"QB","25","27","524a","CDI","O","C","ct_2",1489,"tr_6"
25970,"CG","33","33","623g","CDI","O","C","ct_9",1306,"tr_5"
26000,"FZ","13","13","477b","CDI","O","C","ct_9",721,"tr_1"
26001,"MA","78","92","461e","CDI","O","C","ct_9",1654,"tr_6"
26004,"QA","26","26","525d","CDI","O","P","ct_8",930,"tr_4"
26025,"GZ","82","82","433d","CDI","O","P","ct_9",1422,"tr_2"
26032,"QB","29","29","526d","CDI","O","P","ct_8",1526,"tr_4"
26033,"MA","77","91","373b","CDI","O","N","ct_9",1820,"tr_6"
26073,"SZ","13","13","562b","CDI","O","C","ct_9",1418,"tr_1"
26079,"HZ","34","34","641b","CDI","O","C","ct_9",1676,"tr_6"
26086,"LZ","93","92","564a","CDI","O","C","ct_9",1820,"tr_6"
26092,"CG","42","42","628c","CDI","O","C","ct_9",1983,"tr_6"
26096,"QA","88","88","526a","CDI","O","C","ct_9",1707,"tr_6"
26101,"QA","58","58","542a","CDI","O","C","ct_9",1820,"tr_2"
26107,"QB","34","34","563b","CDI","O","P","ct_9",1014,"tr_3"
26135,"QB","75","75","526d","CDI","O","C","ct_8",1825,"tr_4"
26137,"FZ","93","92","632f","CDD","O","C","ct_9",538,"tr_1"
26160,"QA","33","33","526a","CDI","O","C","ct_9",1815,"tr_4"
26164,"HZ","93","77","389a","CDI","O","C","ct_9",1529,"tr_6"
26165,"FZ","30","30","543b","CDI","O","C","ct_9",1820,"tr_3"
26166,"QB","68","68","525d","CDI","O","P","ct_8",187,"tr_3"
26173,"PZ",NA,NA,"543h","CDI","O","C","ct_8",1554,"tr_2"
26186,"QA","27","27","632k","AUT","O","C","ct_3",1062,"tr_6"
26193,"HZ","13","13","451a","CDI","O","C","ct_9",1785,"tr_3"
26199,"OZ","61","49","524a","CDI","O","C","ct_1",1820,"tr_6"
26218,"NZ","59","59","534a","CDI","O","C","ct_9",1631,"tr_3"
26219,"FZ","76","76","472c","CDI","O","C","ct_9",1771,"tr_1"
26259,"QA","83","13","525d","CDI","O","C","ct_9",759,"tr_4"
26266,"GZ","87","87","462b","CDI","O","C","ct_9",1932,"tr_3"
26275,"CL","76","76","474b","CDI","O","C","ct_9",2013,"tr_6"
26279,"GZ","69","69","543f","CDI","O","C","ct_9",2028,"tr_1"
26296,"OZ","44","75","523b","CDI","O","P",NA,152,NA
26301,"MA","94","92","478d","CDI","O","C","ct_9",761,"tr_2"
26315,"OZ","75","75","523c","AUT","O","C","ct_1",1819,"tr_6"
26346,"NZ","27","27","676c","TTP","O","C","ct_9",1235,"tr_1"
26347,"IZ","56","56","561d","CDI","O","P","ct_9",588,"tr_1"
26349,"QB","31","31","563a","AUT","O","C","ct_2",1657,"tr_6"
26369,"GZ","59","59","486d","CDI","O","C",NA,152,NA
26375,"HZ","72","72","333c","CDI","O","C","ct_9",1699,"tr_3"
26379,"KZ","79","79","478a","CDI","O","C","ct_9",1039,"tr_6"
26401,"QA","57","57","433a","CDI","O","P","ct_8",1161,"tr_6"
26409,"QA","44","44","526b","CDI","O","C","ct_6",791,"tr_0"
26416,"CG","49","49","632k","CDI","O","C","ct_9",1160,"tr_6"
26424,"NZ","35","35","641a","TTP","O","C","ct_9",1619,"tr_1"
26434,"QB","54","54","684a","CDI","O","P","ct_8",1005,"tr_3"
26445,"NZ","78","78","461b","CDI","O","C","ct_9",1820,"tr_3"
26446,"HZ","77","77","641b","CDI","O","C","ct_9",1496,"tr_6"
26450,"SZ",NA,NA,"636d","CDI","O","C","ct_8",1568,"tr_1"
26474,"HZ","77","77","653a","CDI","O","C","ct_9",1435,"tr_5"
26489,"QB","59","59","525d","CDI","O","C","ct_8",1254,"tr_4"
26501,"MA","49","72","473c","CDI","O","C","ct_9",1709,"tr_1"
26526,"HZ","56","56","526e","CDI","O","C","ct_9",1421,"tr_2"
26531,"GZ","49","49","486d","CDI","O","C","ct_9",1887,"tr_3"
26536,"PZ","13","13","523b","CDI","O","C","ct_1",1820,"tr_6"
26538,"QB","95","95","526d","CDI","O","C","ct_8",1758,"tr_1"
26557,"QA","91","92","526b","CDI","O","C","ct_9",1475,"tr_1"
26566,"LZ","33","33","525c","CDI","O","C","ct_5",2032,"tr_6"
26569,"FZ","95","77","632f","CDI","O","C","ct_9",1489,"tr_1"
26588,"AZ","59","59","692a","CDI","O","P","ct_9",198,"tr_3"
26589,"MC","77","75","676a","CDI","O","C","ct_9",1796,"tr_1"
26593,"JA","30","75","353a","CDI","O","C","ct_8",2182,"tr_4"
26595,"QA","29","29","526c","CDI","O","P","ct_8",1625,"tr_5"
26597,"QB","83","83","563a","CDI","O","N","ct_7",2384,"tr_1"
26599,"GZ","35","35","374a","CDI","O","C","ct_9",1669,"tr_1"
26619,"QA","03","03","523d","CDI","O","C",NA,151,NA
26620,"OZ","75","75","525b","AUT","O","C","ct_2",1820,"tr_6"
26635,"GZ","42","42","344d","CDI","O","C","ct_9",1820,"tr_1"
26647,"QB","14","50","526a","CDI","O","C","ct_9",1660,"tr_3"
