pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
10250,"CDI",29719,"13","ct_9","tr_5","C","IZ","O",1069,"377a"
10252,"CDI",2737,"13","ct_9","tr_4","P","HZ","O",163,"676d"
10253,"CDI",17955,"13","ct_9","tr_3","C","GZ","O",1613,"486d"
10255,"CDI",2306,"13",NA,NA,"C","MA","O",152,"373d"
10256,"CDI",10577,"13","ct_9","tr_1","P","GZ","O",636,"564b"
10258,"CDI",55996,"49","ct_5","tr_6","C","OZ","O",1820,"333e"
10259,"CDD",13628,"13","ct_9","tr_3","C","GZ","O",1288,"542b"
10262,"CDI",10653,"13","ct_8","tr_5","C","QB","O",1408,"525d"
10263,"CDI",8754,"13","ct_9","tr_2","C","GZ","O",602,"463d"
10270,"CDI",27627,"13","ct_8","tr_6","C","QA","O",1751,"431f"
10272,"CDI",38425,"13","ct_9","tr_6","C","DZ","O",1820,"461f"
10279,"CDI",25355,"13","ct_9","tr_5","C","QA","O",1697,"431f"
10281,"CDD",2672,"13","ct_9","tr_1","C","FZ","O",250,"681a"
10287,"CDI",20608,"13","ct_9","tr_6","C","NZ","O",1696,"684a"
10288,"CDI",30489,"13","ct_9","tr_5","C","HZ","O",1807,"466c"
10289,"CDI",15541,"13","ct_9","tr_1","C","MA","O",1621,"543g"
10294,"CDI",2503,"13",NA,NA,"C","IZ","O",238,"561d"
10295,"CDI",19693,"13","ct_9","tr_3","C","FZ","O",1679,"633a"
10298,"CDI",8093,"13","ct_9","tr_1","P","NZ","O",1033,"684a"
10301,"CDI",38839,"13","ct_9","tr_1","C","MA","O",1533,"462e"
10304,"CDI",32334,"13","ct_9","tr_3","C","CE","O",1673,"461f"
10307,"CDI",36915,"13","ct_9","tr_4","C","JA","O",1463,"388a"
10314,"CDI",20668,"13","ct_9","tr_3","C","QB","O",1827,"526a"
10315,"CDI",16538,"13","ct_9","tr_5","C","NZ","O",1748,"543h"
10316,"CDI",36722,"13","ct_9","tr_4","C","GZ","O",1825,"344d"
10320,"CDI",30006,"13","ct_9","tr_6","C","QA","O",2519,"526a"
10323,"CDI",26192,"31","ct_9","tr_4","C","JC","O",1820,"388a"
10327,"CDI",24389,"13","ct_9","tr_1","C","PZ","O",1820,"382b"
10330,"CDI",3801,"13",NA,"tr_2","C","NZ","O",268,"684a"
10335,"CDI",14819,"13","ct_7","tr_1","N","QB","O",3000,"563a"
10336,"CDI",56090,"13","ct_8","tr_5","P","QB","O",1482,"344d"
10345,"CDI",47558,"13","ct_5","tr_6","C","MB","O",2148,"342g"
10346,"CDI",16333,"13","ct_9","tr_3","C","FZ","O",1249,"472a"
10360,"CDI",19359,"13","ct_9","tr_3","C","GZ","O",1423,"652a"
10366,"CDI",24074,"13","ct_9","tr_0","C","EZ","O",2164,"676c"
10367,"CDI",22416,"13","ct_9","tr_1","C","FZ","O",1640,"681a"
10371,"CDI",51242,"13","ct_9","tr_5","C","HZ","O",1389,"652b"
10375,"CDI",23259,"13","ct_3","tr_6","C","QA","O",1820,"451h"
10376,"CDI",10662,"13","ct_9","tr_0","P","NZ","O",1318,"684a"
10383,"CDI",26066,"13","ct_9","tr_1","C","MA","O",1762,"382a"
10384,"AUT",22292,"13","ct_9","tr_1","C","NZ","X",1508,"634d"
10385,"CDI",9157,"33","ct_9","tr_1","C","FZ","O",1043,"681a"
10397,"CDI",4519,"14","ct_9","tr_1","P","GZ","O",312,"433d"
10400,"TTP",4751,"14","ct_9","tr_1","N","NZ","O",297,"676a"
10401,"CDI",22395,"14","ct_9","tr_6","C","CA","O",1801,"636d"
10405,"CDI",18820,"14","ct_9","tr_4","P","QB","O",1561,"563b"
10408,"CDI",24823,"14","ct_9","tr_6","C","CH","O",1518,"543f"
10410,"CDI",20722,"14","ct_9","tr_6","C","GZ","O",1952,"676c"
10413,"CDI",12891,"14","ct_8","tr_4","P","QB","O",1158,"526a"
10419,"CDI",23513,"14","ct_9","tr_3","C","MA","O",1547,"472b"
10421,"APP",5821,"14","ct_9","tr_5","C","NZ","A",444,"684a"
10429,"CDI",18144,"76","ct_9","tr_4","C","HZ","O",1833,"641a"
10430,"CDI",5063,"14","ct_9","tr_1","P","GZ","O",312,"433d"
10438,"CDI",30977,"14","ct_8","tr_2","C","PZ","O",1820,"421b"
10439,"APP",6380,"14","ct_9","tr_0","C","KZ","A",999,"467a"
10443,"TTP",8948,"61","ct_9","tr_1","C","NZ","O",834,"676e"
10449,"CDI",30594,"14","ct_9","tr_3","C","FZ","O",1755,"486b"
10451,"CDI",18367,"14","ct_9","tr_4","C","JB","O",1779,"472a"
10454,"CDI",2488,"14","ct_8","tr_4","P","QB","O",199,"526a"
10459,"CDI",7957,"14","ct_9","tr_4","C","IZ","O",671,"561d"
10472,"CDI",22899,"14","ct_9","tr_6","C","GZ","O",2119,"653a"
10480,"CDI",19007,"14","ct_7","tr_1","N","QB","O",3000,"563a"
10483,"CDI",35730,"14","ct_8","tr_5","C","QB","O",1830,"434a"
10505,"CDI",2024,"14","ct_9","tr_1","P","KZ","O",180,"545a"
10515,"TTP",4478,"14","ct_9","tr_1","C","NZ","O",428,"676a"
10523,"CDI",17504,"14","ct_9","tr_6","C","HZ","O",1820,"676d"
10529,"CDI",20290,"14","ct_9","tr_5","C","IZ","O",1342,"377a"
10531,"CDI",10289,"14","ct_8","tr_6","P","QA","O",832,"526a"
10544,"CDI",17660,"14","ct_8","tr_3","C","PZ","O",1666,"423b"
10547,"CDI",14216,"14","ct_8","tr_6","C","QA","O",1540,"525d"
10548,"AUT",20281,"14","ct_3","tr_6","C","QA","O",1820,"632k"
10554,"CDI",34275,"14","ct_8","tr_4","N","QB","O",1820,"563a"
10555,"CDI",17703,"14","ct_9","tr_3","C","SZ","O",1689,"632b"
10563,"CDI",17075,"76","ct_9","tr_4","C","NZ","O",1728,"534a"
10564,"CDI",16490,"14","ct_9","tr_5","C","GZ","O",1812,"561d"
10567,"CDI",18224,"14","ct_9","tr_1","C","GZ","O",1673,"634c"
10568,"CDI",21084,"14","ct_9","tr_6","C","HZ","O",1783,"521a"
10574,"TOA",1801,"14",NA,NA,"C","QA","O",151,"632k"
10578,"CDI",17903,"14","ct_9","tr_4","C","CI","O",1810,"672a"
10580,"CDI",12238,"14",NA,"tr_1","C","NZ","O",1268,"564a"
10581,"CDI",14503,"14","ct_9","tr_5","C","CA","O",609,"625f"
10588,"CDI",23981,"14","ct_8","tr_6","C","OZ","O",2044,"526c"
10600,"CDI",31373,"14","ct_9","tr_2","C","FZ","O",1820,"463e"
10606,"CDI",18794,"14","ct_8","tr_4","C","QB","O",1829,"525d"
10610,"CDI",17620,"14","ct_9","tr_6","P","QA","O",1534,"526a"
10617,"CDI",26651,"14","ct_8","tr_1","P","RZ","O",1963,"542a"
10632,"CDI",16155,"14","ct_9","tr_1","C","LZ","O",1538,"462e"
10633,"AUT",24506,"14","ct_3","tr_6","C","QA","O",1820,"451h"
10646,"CDI",14891,"14","ct_9","tr_1","C","HZ","O",1821,"451a"
10654,"CDI",2467,"14","ct_9","tr_1","P","FZ","O",355,"632e"
10658,"CDI",20241,"14","ct_9","tr_3","C","NZ","O",1472,"433a"
10664,"CDI",32719,"76","ct_9","tr_3","C","CM","O",1877,"477b"
10670,"CDD",6928,"14","ct_9","tr_1","C","GZ","O",912,"553c"
10682,"CDI",24390,"14","ct_9","tr_4","C","GZ","O",1900,"461e"
10688,"CDI",23382,"14","ct_9","tr_1","C","GZ","O",1564,"462a"
10702,"CDI",5740,"14","ct_9","tr_1","C","IZ","O",710,"561d"
10706,"CDI",21622,"14","ct_7","tr_1","N","QB","O",3000,"563a"
10707,"CDI",22579,"14","ct_9","tr_2","C","QA","O",1827,"526b"
10708,"CDI",20433,"14","ct_9","tr_3","C","HZ","O",1820,"676c"
10714,"CDI",15911,"14","ct_9","tr_1","C","MA","O",1407,"554a"
10727,"CDI",14801,"14","ct_7","tr_1","N","QB","O",3000,"563a"
10728,"TTP",7099,"14","ct_9","tr_1","C","NZ","O",717,"643a"
10746,"CDI",21442,"14","ct_9","tr_2","C","NZ","O",1992,"631a"
10747,"CDI",4836,"14","ct_9","tr_1","C","LZ","O",1763,"463e"
10749,"CDI",20297,"14","ct_9","tr_3","C","CA","O",1932,"676a"
10751,"CDD",12116,"14","ct_8","tr_1","C","RZ","O",941,"543g"
10754,"TOA",14525,"14","ct_9","tr_1","N","NZ","O",1547,"641a"
10762,"CDI",18019,"14","ct_8","tr_6","C","QA","O",1687,"461f"
10768,"CDI",37805,"14","ct_9","tr_2","C","FZ","O",1750,"382d"
10770,"CDI",22057,"14","ct_9","tr_5","C","GZ","O",1860,"534a"
10780,"CDI",15761,"14","ct_9","tr_1","C","GZ","O",1429,"551a"
10782,"CDI",19434,"14","ct_3","tr_6","C","QA","O",1819,"525d"
10790,"CDI",21521,"14","ct_9","tr_2","C","CK","O",1828,"674d"
10803,"CDI",17480,"14","ct_8","tr_3","C","PZ","O",1666,"423b"
10804,"CDI",21140,"14","ct_9","tr_3","C","HZ","O",1708,"466c"
10808,"CDI",15782,"33","ct_9","tr_4","P","KZ","O",732,"467c"
10811,"CDD",4205,"14","ct_2","tr_4","P","OZ","O",537,"563b"
10818,"CDI",18267,"14","ct_8","tr_3","C","QB","O",1820,"526d"
10819,"CDI",17454,"14","ct_9","tr_1","C","CC","O",1587,"675c"
10822,"CDI",5788,"14",NA,"tr_2","C","NZ","O",541,"684a"
10829,"CDI",6323,"14","ct_8","tr_1","C","QB","O",1062,"563b"
10830,"CDI",18923,"14","ct_8","tr_3","P","QB","O",546,"344b"
10840,"CDI",32892,"14","ct_9","tr_5","C","FZ","O",1708,"481b"
10845,"CDI",51479,"14","ct_9","tr_2","P","AZ","O",1532,"692a"
10850,"TTP",14198,"14","ct_9","tr_1","C","NZ","O",1618,"652a"
10853,"CDI",21482,"14","ct_9","tr_6","C","HZ","O",1721,"676c"
10857,"CDI",12723,"61","ct_9","tr_4","C","QB","O",1307,"526a"
10860,"CDI",21762,"14","ct_6","tr_1","C","QA","O",2183,"526e"
10868,"AUT",16716,"50","ct_2","tr_2","C","PZ","O",1669,"421b"
10878,"CDI",33087,"14","ct_9","tr_2","C","MA","O",1752,"461d"
10883,"CDI",17863,"14","ct_8","tr_4","P","QB","O",1365,"526d"
10890,"CDI",26181,"14","ct_9","tr_6","C","HZ","O",2029,"423b"
10892,"CDI",36089,"14","ct_9","tr_1","C","LZ","O",1441,"463e"
10895,"CDI",35793,"14","ct_9","tr_1","C","FZ","O",1573,"463e"
10897,"CDI",38223,"14","ct_9","tr_1","P","PZ","O",1007,"423b"
10898,"CDI",17877,"14","ct_9","tr_5","P","NZ","O",1794,"684a"
10908,"CDI",37445,"14","ct_8","tr_5","C","QB","O",1820,"434a"
10925,"CDI",15392,"14","ct_9","tr_1","C","GZ","O",1257,"554h"
10926,"CDI",12233,"50","ct_9","tr_3","C","GZ","O",1140,"634c"
10928,"CDI",29566,"14","ct_9","tr_4","C","EZ","O",1820,"684b"
10931,"CDI",37020,"14","ct_9","tr_4","C","MA","O",2064,"622e"
10932,"CDI",13900,"14","ct_9","tr_2","C","GZ","O",1202,"643a"
10937,"CDI",11084,"14","ct_9","tr_5","C","CA","O",993,"674b"
10948,"CDI",44934,"14","ct_9","tr_1","C","KZ","O",1820,"374c"
10949,"CDI",16912,"14","ct_8","tr_3","P","QB","O",1902,"563b"
10953,"AUT",38492,"14","ct_2","tr_1","C","PZ","O",1820,"421b"
10958,"CDI",9378,"14","ct_9","tr_4","C","QB","O",749,"526a"
10964,"CDI",21501,"14","ct_9","tr_1","C","GZ","O",1831,"685a"
10966,"CDI",44653,"14","ct_1","tr_6","C","PZ","O",1820,"333e"
10967,"CDI",26214,"14","ct_9","tr_6","C","CK","O",1570,"484b"
10973,"CDD",4609,"50","ct_3","tr_6","C","QA","O",499,"526a"
10974,"CDI",30966,"14","ct_9","tr_1","C","MA","O",1722,"461b"
10975,"AUT",1645,"14",NA,NA,"P","OZ","X",149,"621f"
10976,"CDI",16465,"14","ct_9","tr_2","C","NZ","O",1942,"691e"
10982,"CDI",27820,"14","ct_9","tr_6","C","GZ","O",1585,"554c"
10984,"CDI",36724,"91","ct_9","tr_4","C","GZ","O",1792,"477b"
10997,"CDI",50976,"75","ct_9","tr_6","C","JC","O",1797,"374d"
11016,"CDI",34222,"14","ct_9","tr_3","C","GZ","O",2200,"487b"
11019,"CDI",12946,"14","ct_2","tr_1","P","OZ","O",1399,"524c"
11022,"CDI",7183,"14","ct_9","tr_5","P","GZ","O",356,"534a"
11027,"CDI",34390,"14","ct_9","tr_3","C","QA","O",2172,"526e"
11036,"CDI",46469,"14","ct_9","tr_1","C","MA","O",1604,"372e"
11039,"CDI",12576,"14","ct_9","tr_5","C","GZ","O",1453,"676a"
11041,"CDI",21196,"14","ct_9","tr_1","C","GZ","O",1834,"643a"
11063,"CDI",13228,"92","ct_9","tr_3","C","IZ","O",929,"488a"
11064,"CDI",14028,"14","ct_9","tr_2","C","CI","O",1821,"672a"
11075,"CDI",17639,"14","ct_9","tr_4","C","RZ","O",1463,"534a"
11076,"CDI",25867,"14","ct_9","tr_4","C","GZ","O",2040,"462c"
11079,"CDI",25519,"14","ct_9","tr_6","C","CL","O",1968,"673c"
11082,"CDI",16825,"14","ct_9","tr_6","C","NZ","O",1776,"541d"
11084,"CDI",23993,"14","ct_9","tr_6","C","HZ","O",1764,"641b"
11090,"CDI",12954,"14","ct_9","tr_2","C","IZ","O",1516,"468a"
11094,"CDI",70659,"14","ct_8","tr_4","P","QA","O",1456,"344a"
11101,"CDI",13827,"14","ct_9","tr_4","P","QB","O",1218,"525d"
11102,"CDI",28541,"14","ct_9","tr_3","C","CG","O",1846,"461e"
11108,"CDI",32913,"14","ct_4","tr_5","C","OZ","O",1849,"388a"
11109,"CDI",21757,"14","ct_9","tr_3","C","FZ","O",1920,"641a"
11112,"CDD",13928,"14","ct_8","tr_2","P","QB","O",1138,"563b"
11114,"TTP",4615,"61","ct_9","tr_1","C","NZ","O",597,"676e"
11116,"CDI",20043,"14","ct_9","tr_6","C","CA","O",1926,"676a"
11118,"CDD",17804,"14","ct_2","tr_4","C","OZ","O",1779,"472d"
11122,"TOA",6485,"14","ct_1","tr_6","C","OZ","O",688,"434b"
11123,"CDI",11615,"14","ct_1","tr_5","P","PZ","O",1308,"525b"
11125,"CDI",14862,"33","ct_9","tr_3","C","MC","O",1454,"477d"
11128,"CDI",19678,"14","ct_9","tr_6","P","KZ","O",1456,"467b"
11129,"CDD",14789,"14","ct_9","tr_5","C","KZ","O",1281,"461e"
11131,"CDI",10329,"14","ct_8","tr_2","P","PZ","O",1214,"525b"
11134,"CDI",23712,"14","ct_9","tr_6","C","HZ","O",2200,"641a"
11135,"TOA",8401,"14","ct_9","tr_1","N","NZ","O",810,"641a"
11137,"CDI",8794,"14","ct_9","tr_1","C","SZ","O",908,"562b"
11158,"CDI",16529,"14","ct_9","tr_4","C","GZ","O",1784,"653a"
11162,"CDD",11584,"14","ct_9","tr_1","C","SZ","O",1268,"554f"
11164,"CDI",12823,"14","ct_9","tr_6","C","NZ","O",831,"541d"
11166,"AUT",12715,"14","ct_2","tr_1","P","OZ","O",1443,"525b"
11167,"CDI",22488,"14","ct_9","tr_4","C","FZ","O",1910,"477b"
11173,"CDI",35442,"14","ct_9","tr_3","C","GZ","O",1968,"486d"
11175,"CDI",11794,"14","ct_9","tr_2","C","IZ","O",1325,"636d"
11179,"CDI",22714,"14","ct_9","tr_1","C","CH","O",2085,"673a"
11188,"CDI",23116,"14","ct_8","tr_3","C","QB","O",1820,"434e"
11191,"APP",1669,"14","ct_9","tr_1","C","GZ","A",262,"462b"
11193,"CDI",21897,"14","ct_9","tr_0","C","FZ","O",1577,"681a"
11194,"CDI",23840,"14","ct_9","tr_5","C","JB","O",1847,"478d"
11195,"CDI",17885,"14","ct_9","tr_0","C","GZ","O",1779,"433d"
11199,"CDI",34626,"14","ct_6","tr_1","P","AZ","O",1594,"692a"
11201,"TTP",4578,"14","ct_9","tr_0","N","NZ","O",529,"676a"
11207,"CDI",17658,"76","ct_8","tr_1","C","RZ","O",1792,"543g"
11209,"CDI",25437,"14","ct_9","tr_0","C","GZ","O",1644,"637d"
11213,"CDI",8536,"14",NA,NA,"C","TZ","O",724,"563c"
11220,"CDI",38395,"14","ct_8","tr_3","C","PZ","O",1820,"341a"
11225,"CDI",20456,"14","ct_9","tr_3","C","MA","O",1820,"543b"
11226,"CDI",7632,"14","ct_9","tr_6","P","HZ","O",595,"676c"
11235,"CDI",13986,"95","ct_9","tr_3","C","GZ","O",781,"477c"
11238,"CDI",25360,"14","ct_9","tr_4","C","KZ","O",1483,"478a"
11245,"CDI",14213,"14","ct_8","tr_4","C","QB","O",1780,"434f"
11247,"CDI",33985,"14","ct_9","tr_1","C","NZ","O",2200,"461b"
11251,"CDI",36618,"14","ct_9","tr_3","C","GZ","O",1820,"374b"
11252,"CDI",2548,"14","ct_9","tr_3","C","CM","O",272,"627a"
11254,"CDI",3302,"76","ct_9","tr_0","P","CC","O",351,"555a"
11271,"CDI",38059,"14","ct_9","tr_6","C","CL","O",1897,"383a"
11273,"CDI",28995,"14","ct_3","tr_6","C","QA","O",2203,"431f"
11275,"CDI",110321,"92","ct_9","tr_6","C","CJ","O",1792,"342g"
11288,"CDI",24440,"14","ct_9","tr_5","C","GZ","O",1949,"636c"
11292,"CDI",12205,"50","ct_8","tr_3","P","QB","O",1325,"525d"
11295,"CDI",15910,"14","ct_8","tr_4","P","QB","O",1446,"563b"
11305,"CDI",24990,"14","ct_8","tr_5","C","QB","O",1799,"526d"
11313,"TTP",17923,"14","ct_9","tr_1","N","NZ","O",1436,"643a"
11332,"CDI",12337,"14","ct_9","tr_1","C","GZ","O",1419,"554e"
11377,"CDI",27663,"14","ct_9","tr_2","C","CG","O",2167,"477b"
11381,"CDD",19399,"14","ct_1","tr_4","C","IZ","O",1820,"523b"
11384,"CDI",4864,"14","ct_9","tr_3","P","SZ","O",638,"563b"
11385,"CDI",18554,"14","ct_8","tr_5","P","MA","O",1824,"563b"
11411,"CDI",19343,"14","ct_9","tr_2","C","FZ","O",1593,"632j"
11415,"CDD",14683,"14","ct_9","tr_1","C","FZ","O",840,"543f"
11420,"AUT",4616,"92","ct_9","tr_2","C","MA","X",607,"564b"
11430,"CDI",21092,"14","ct_9","tr_4","P","NZ","O",2066,"684a"
11431,"CDD",9339,"50","ct_6","tr_1","C","GZ","O",1033,"554d"
11443,"CDI",19339,"14","ct_9","tr_3","C","GZ","O",1552,"634c"
11449,"CDI",17818,"75","ct_9","tr_3","C","MC","O",1797,"555a"
11451,"CDI",16305,"61","ct_9","tr_3","C","NZ","O",1729,"676a"
11453,"CDI",13551,"14","ct_9","tr_2","C","IZ","O",1516,"468a"
11456,"CDI",17066,"35","ct_9","tr_6","C","CA","O",1833,"625d"
11459,"CDI",13171,"14",NA,NA,"P","TZ","O",1132,"563c"
11465,"CDI",29032,"14","ct_9","tr_6","C","CL","O",1848,"628c"
11469,"CDI",19057,"15","ct_9","tr_1","C","GZ","O",1883,"543h"
11471,"CDI",50739,"19","ct_9","tr_3","C","DZ","O",1847,"386d"
11474,"CDI",22624,"15","ct_9","tr_1","C","HZ","O",2200,"641a"
11484,"CDI",24175,"15","ct_9","tr_2","C","GZ","O",2098,"461f"
11487,"CDI",18547,"15","ct_8","tr_3","C","QB","O",1820,"526d"
11504,"CDI",27062,"15","ct_9","tr_6","C","CG","O",1636,"475b"
11507,"CDI",21783,"46","ct_9","tr_5","C","FZ","O",2031,"474a"
11508,"CDI",5054,"19",NA,"tr_2","C","NZ","O",566,"684a"
11509,"CDI",7954,"15","ct_9","tr_3","P","IZ","O",372,"561d"
11521,"CDD",17766,"13","ct_1","tr_6","P","PZ","O",1467,"342h"
11529,"CDI",36305,"15","ct_9","tr_1","P","MA","O",1473,"373c"
11531,"CDI",15882,"15","ct_9","tr_1","C","FZ","O",1363,"632f"
11559,"CDI",7017,"15","ct_8","tr_5","P","QB","O",832,"525d"
11569,"CDI",37452,"15","ct_9","tr_4","C","DZ","O",1759,"479b"
11572,"AUT",22307,"15","ct_3","tr_6","C","QA","O",1820,"526a"
11579,"CDI",5733,"19",NA,"tr_2","C","NZ","O",566,"684a"
11581,"AUT",2420,"15",NA,NA,"C","QB","O",210,"525d"
11582,"CDI",23381,"46","ct_9","tr_5","C","FZ","O",1930,"621e"
11599,"CDI",18168,"15","ct_8","tr_4","C","QB","O",1669,"526d"
11606,"CDI",6219,"15",NA,NA,"C","TZ","O",447,"563c"
11607,"CDI",26535,"15","ct_8","tr_2","C","PZ","O",1820,"421b"
11612,"CDI",7473,"15",NA,NA,"C","TZ","O",447,"563c"
11618,"CDI",18095,"15","ct_8","tr_5","C","QB","O",1666,"434f"
11625,"CDI",2199,"15","ct_6","tr_0","P","IZ","O",276,"561c"
11636,"CDI",34127,"15","ct_9","tr_1","C","KZ","O",1820,"467a"
11639,"CDI",16593,"15","ct_8","tr_5","P","QB","O",1583,"563b"
11642,"CDI",19755,"15","ct_9","tr_3","C","CM","O",1480,"465a"
11649,"AUT",29132,"15","ct_3","tr_6","C","QA","O",2781,"526a"
11657,"CDI",27690,"15","ct_9","tr_1","C","CG","O",1902,"484b"
11675,"CDI",24936,"69","ct_9","tr_5","C","HZ","O",2200,"641a"
11676,"CDI",11221,"63","ct_9","tr_1","C","IZ","O",834,"636d"
11680,"CDI",40526,"15","ct_9","tr_2","C","CA","O",1782,"385b"
11692,"CDI",37348,"33","ct_9","tr_2","C","GZ","O",1620,"385c"
11698,"CDI",10444,"16","ct_7","tr_1","N","QB","O",3000,"563a"
11708,"CDI",29095,"16","ct_1","tr_4","C","OZ","O",1820,"479b"
11710,"CDI",13294,"86","ct_6","tr_1","C","QA","O",1357,"526e"
11711,"CDI",16886,"24","ct_9","tr_3","C","CA","O",1820,"625f"
11712,"CDI",19936,"37","ct_9","tr_6","C","NZ","O",1857,"461f"
11714,"CDI",65988,"16","ct_9","tr_6","C","CA","O",1798,"486b"
11717,"CDI",13499,"16","ct_9","tr_2","P","QB","O",1313,"525a"
11738,"CDI",17689,"16","ct_9","tr_3","C","GZ","O",1544,"643a"
11740,"CDI",24194,"16","ct_8","tr_2","C","QB","O",1729,"526d"
11745,"AUT",21961,"16","ct_3","tr_6","C","QA","O",1820,"526a"
11748,"CDI",22757,"16","ct_9","tr_4","C","CF","O",1836,"628g"
11757,"CDI",17935,"16","ct_9","tr_2","C","QA","O",1956,"526e"
11764,"TTP",2272,"16","ct_9","tr_1","C","NZ","O",246,"643a"
11769,"CDI",16957,"16","ct_9","tr_6","C","GZ","O",1752,"552a"
11771,"CDI",11981,"16","ct_9","tr_3","P","IZ","O",994,"561d"
11779,"CDI",32106,"79","ct_9","tr_2","C","GZ","O",1820,"463d"
11792,"CDI",31151,"16","ct_9","tr_4","C","NZ","O",1784,"461f"
11802,"CDI",6989,"16","ct_9","tr_3","P","GZ","O",811,"551a"
11804,"CDI",3096,"16","ct_9","tr_3","P","QB","O",474,"563a"
11805,"CDI",18890,"30","ct_9","tr_5","C","NZ","O",637,"462e"
11806,"CDI",20180,"24","ct_9","tr_3","C","CA","O",1922,"652a"
11812,"CDI",19439,"16","ct_9","tr_1","C","FZ","O",1789,"633a"
11818,"CDI",41604,"16","ct_9","tr_6","C","CA","O",1820,"674c"
11824,"CDI",13034,"16","ct_7","tr_1","N","QB","O",3000,"563a"
11827,"CDI",31716,"16","ct_9","tr_2","C","CE","O",1757,"485b"
11829,"CDI",28396,"16","ct_8","tr_2","C","MA","O",1820,"434c"
11830,"CDI",15175,"16","ct_8","tr_2","P","PZ","O",1070,"341a"
11837,"CDI",20496,"16","ct_9","tr_3","C","QB","O",1784,"526a"
11841,"CDI",22130,"16","ct_9","tr_6","C","QA","O",1830,"526a"
11848,"CDI",21103,"16","ct_9","tr_5","C","HZ","O",1830,"521a"
11849,"CDI",22515,"16","ct_9","tr_1","C","LZ","O",1148,"463e"
11872,"CDI",15170,"16","ct_9","tr_2","C","IZ","O",1392,"488a"
11876,"CDI",15933,"16","ct_9","tr_2","C","IZ","O",1392,"488a"
11877,"CDI",12220,"16","ct_9","tr_5","C","JC","O",1248,"478b"
11879,"CDI",44407,"16","ct_9","tr_5","C","HZ","O",1771,"389a"
11883,"CDI",19135,"16","ct_8","tr_1","C","SZ","O",1715,"423b"
11887,"CDI",25302,"16","ct_9","tr_5","P","KZ","O",1417,"467a"
11891,"CDI",4480,"16","ct_7","tr_1","N","TZ","O",515,"563c"
11898,"CDI",19625,"16","ct_8","tr_1","C","NZ","O",1919,"691e"
11903,"CDI",38625,"16","ct_9","tr_5","C","HZ","O",1820,"333c"
11908,"CDI",18335,"16","ct_7","tr_1","N","TZ","O",1702,"563c"
11910,"CDI",33085,"16","ct_8","tr_3","C","MA","O",1774,"461e"
11917,"CDI",25911,"16","ct_9","tr_4","C","CE","O",1801,"625c"
11918,"AUT",45216,"86","ct_3","tr_6","C","QA","O",2006,"344a"
11920,"CDI",19500,"16","ct_9","tr_2","C","CG","O",1757,"653a"
11925,"CDI",10203,"16","ct_9","tr_1","P","SZ","O",1245,"562b"
11926,"CDI",18380,"16","ct_9","tr_3","C","CC","O",2200,"675b"
11930,"CDI",21959,"17","ct_9","tr_4","C","QA","O",1722,"542a"
11945,"CDI",12831,"16","ct_9","tr_2","P","QB","O",1313,"525a"
11948,"CDI",21572,"24","ct_9","tr_2","C","QA","O",2175,"526e"
11949,"CDI",17628,"16","ct_9","tr_3","C","CB","O",1630,"675a"
11974,"CDI",39787,"16","ct_9","tr_3","C","GZ","O",1673,"374a"
11983,"CDI",23783,"16","ct_9","tr_3","C","HZ","O",2223,"641a"
11984,"CDI",21019,"16","ct_8","tr_4","C","PZ","O",1806,"422c"
11993,"CDI",25501,"16","ct_9","tr_5","P","KZ","O",1417,"467a"
11995,"CDI",7731,"16","ct_9","tr_3","P","GZ","O",956,"554b"
12003,"CDI",33459,"16","ct_9","tr_4","C","HZ","O",2200,"641a"
12004,"CDI",21148,"16","ct_8","tr_3","C","QB","O",1315,"431d"
12006,"CDI",53077,"16","ct_9","tr_3","C","GZ","O",1820,"373c"
12012,"CDI",39607,"87","ct_9","tr_5","C","CC","O",1785,"674e"
12019,"APP",20825,"16","ct_9","tr_2","C","GZ","A",1572,"554g"
12027,"CDI",32439,"16","ct_2","tr_6","C","OZ","O",1820,"435b"
12028,"CDI",102647,"16","ct_9","tr_5","C","CC","O",1820,"387d"
12033,"CDI",5292,"16","ct_8","tr_2","C","NZ","O",447,"691e"
12035,"CDD",3059,"16","ct_3","tr_6","C","QA","O",353,"525d"
12036,"CDI",15022,"16","ct_9","tr_1","C","PZ","O",1538,"423b"
12037,"CDI",40402,"16","ct_9","tr_6","C","CL","O",1906,"388a"
12048,"CDI",25384,"16","ct_9","tr_2","C","CC","O",1989,"675c"
12054,"CDI",33858,"16","ct_9","tr_5","C","CE","O",1827,"542a"
12055,"CDI",17171,"16","ct_9","tr_2","C","GZ","O",1507,"462b"
12065,"CDI",4204,"16","ct_9","tr_2","C","IZ","O",641,"561d"
12066,"CDI",16032,"16","ct_9","tr_5","C","GZ","O",1657,"551a"
12071,"CDI",5540,"16","ct_7","tr_1","N","QB","O",473,"563b"
12088,"CDI",23398,"16","ct_8","tr_4","C","QB","O",1820,"526a"
12090,"CDI",17864,"16","ct_9","tr_5","C","CC","O",1277,"543f"
12091,"CDI",19298,"16","ct_9","tr_3","C","FZ","O",1660,"671c"
12092,"CDI",12586,"16","ct_9","tr_2","P","QB","O",1313,"525a"
12093,"CDI",15551,"86","ct_8","tr_4","P","PZ","O",2060,"423b"
